HOUSEID,VEHID,VEHYEAR,VEHAGE,MAKE,MODEL,FUELTYPE,VEHTYPE,WHOMAIN,OD_READ,HFUEL,VEHOWNED,VEHOWNMO,ANNMILES,HYBRID,PERSONID,TRAVDAY,HOMEOWN,HHSIZE,HHVEHCNT,HHFAMINC,DRVRCNT,HHSTATE,HHSTFIPS,NUMADLT,WRKCOUNT,TDAYDATE,LIF_CYC,MSACAT,MSASIZE,RAIL,URBAN,URBANSIZE,URBRUR,CENSUS_D,CENSUS_R,CDIVMSAR,HH_RACE,HH_HISP,HH_CBSA,SMPLSRCE,WTHHFIN,BESTMILE,BEST_FLG,BEST_EDT,BEST_OUT,HBHUR,HTHTNRNT,HTPPOPDN,HTRESDN,HTEEMPDN,HBHTNRNT,HBPPOPDN,HBRESDN,GSYRGAL,GSTOTCST,FEGEMPG,FEGEMPGA,GSCOST,FEGEMPGF
30490684,01,2006,11,59,59035,01,01,01,73856,-1,01,-1,6000,02,01,07,02,1,1,09,1,TX,48,1,1,201610,01,02,04,02,01,04,01,07,03,72,01,01,12420,02,1189.69728195908,11442.5240158225,01,-1,-1,S,40,1500,750,750,50,3000,1500,520.114727991934,1105.85059749885,22,-9,2.12616666666667,01
30490737,01,2013,4,34,34706,01,07,02,12200,-1,01,-1,-9,02,02,02,01,2,2,06,2,TX,48,2,1,201607,02,02,04,02,01,04,01,07,03,72,03,02,12420,02,122.198295167209,-9,08,-1,-1,C,05,7000,1500,3000,05,7000,1500,-9,-9,50,-9,-9,03
30490737,02,2004,13,37,37031,03,01,02,-88,04,01,-1,-9,01,02,02,01,2,2,06,2,TX,48,2,1,201607,02,02,04,02,01,04,01,07,03,72,03,02,12420,02,122.198295167209,14907.2467212409,02,-1,-1,C,05,7000,1500,3000,05,7000,1500,372.681168031023,792.38227676196,40,-9,2.12616666666667,01
30490884,01,2015,2,30,30040,01,01,01,8035,-1,01,-1,5000,02,01,04,01,2,2,07,2,TX,48,2,2,201610,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,219.253207635252,2054.92106522759,01,-1,-1,S,40,3000,1500,1500,30,3000,1500,68.4973688409197,145.636822383936,30,-9,2.12616666666667,01
30490884,02,2015,2,30,30040,01,01,02,9755,-1,01,-1,6000,02,02,04,01,2,2,07,2,TX,48,2,2,201610,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,219.253207635252,3907.61103330094,01,-1,-1,S,40,3000,1500,1500,30,3000,1500,130.253701110031,276.941077510112,30,-9,2.12616666666667,01
30491020,01,2010,7,48,48401,01,03,02,59120,-1,01,-1,-9,02,02,03,01,3,2,09,2,TX,48,2,2,201609,06,02,04,02,01,04,01,07,03,72,01,02,12420,02,185.514447104664,11901.7192800525,01,-1,-1,U,40,7000,3000,3000,40,7000,3000,540.987240002388,1150.22903678508,22,-9,2.12616666666667,01
30491020,02,2005,12,49,49046,03,01,01,134124,04,01,-1,-9,01,01,03,01,3,2,09,2,TX,48,2,2,201609,06,02,04,02,01,04,01,07,03,72,01,02,12420,02,185.514447104664,19858.7023475635,01,-1,-1,U,40,7000,3000,3000,40,7000,3000,422.525581863053,898.35980797116,47,-9,2.12616666666667,01
30491882,01,2013,4,37,37031,01,01,01,27155,-1,01,-1,11000,02,01,06,01,2,3,06,2,TX,48,2,1,201607,10,02,04,02,04,06,02,07,03,72,01,02,12420,02,150.747090148199,6247.0098551391,01,01,-1,R,20,300,50,25,05,300,50,208.23366183797,442.739470677831,30,-9,2.12616666666667,01
30491882,02,2012,5,37,37441,01,02,02,50137,-1,01,-1,3700,02,02,06,01,2,3,06,2,TX,48,2,1,201607,10,02,04,02,04,06,02,07,03,72,01,02,12420,02,150.747090148199,1657.77717068259,01,-1,-1,R,20,300,50,25,05,300,50,75.3535077582997,160.214116412105,22,-9,2.12616666666667,01
30491882,03,1999,18,07,7482,01,04,01,123871,-1,01,-1,3000,02,01,06,01,2,3,06,2,TX,48,2,1,201607,10,02,04,02,04,06,02,07,03,72,01,02,12420,02,150.747090148199,5515.45111440616,01,-1,-1,R,20,300,50,25,05,300,50,393.960793886154,837.626307934278,14,-9,2.12616666666667,01
30492187,01,2010,7,59,59035,01,01,01,107096,-1,01,-1,14000,02,01,03,02,1,1,11,1,TX,48,1,0,201606,01,02,04,02,01,04,01,07,03,72,01,02,12420,02,578.846346985313,21232.098639621,01,-1,-1,T,20,1500,750,750,20,1500,300,965.095392710043,2051.95365413367,22,-9,2.12616666666667,01
30493576,01,2009,8,20,20421,01,03,02,178000,-1,01,-1,22000,02,02,06,01,2,2,07,2,TX,48,2,2,201605,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,614.276443400676,17023.7521816864,01,-1,-1,R,05,300,50,75,05,300,300,1063.9845113554,2262.20840189348,16,-9,2.12616666666667,01
30493576,02,2009,8,49,49032,01,01,01,118000,-1,01,-1,30000,02,01,06,01,2,2,07,2,TX,48,2,2,201605,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,614.276443400676,26691.5906427347,01,-1,-1,R,05,300,50,75,05,300,300,988.577431212397,2101.88038166276,27,-9,2.12616666666667,01
30494108,01,2007,10,20,20023,01,05,01,92476,-1,01,-1,9000,02,01,03,01,1,1,03,1,TX,48,1,1,201606,01,02,04,02,01,04,01,07,03,72,01,02,12420,02,640.075219452601,9000,07,-1,-1,U,70,7000,3000,5000,70,7000,3000,391.304347826087,831.978260869565,23,-9,2.12616666666667,01
30494569,01,2015,2,35,35047,01,01,01,30000,-1,01,-1,13000,02,01,05,01,1,2,06,1,TX,48,1,1,201609,01,02,04,02,02,06,01,07,03,72,01,02,12420,02,115.830843108976,3171.74139787702,01,-1,01,T,20,750,300,350,05,750,300,113.276478495608,240.844672694745,28,-9,2.12616666666667,01
30494569,02,2005,12,38,XXXXX,01,03,01,157150,-1,01,-1,2000,02,01,05,01,1,2,06,1,TX,48,1,1,201609,01,02,04,02,02,06,01,07,03,72,01,02,12420,02,115.830843108976,22411.3968716275,01,-1,04,T,20,750,300,350,05,750,300,1494.09312477517,3176.6909987928,15,-9,2.12616666666667,01
30494871,01,2015,2,36,36038,01,01,01,8734,-1,02,07,3429,02,01,03,01,4,3,10,2,TX,48,2,1,201607,04,02,04,02,01,04,01,07,03,72,01,02,12420,02,339.698690583518,14972.5714285714,01,01,04,U,40,7000,3000,3000,40,7000,3000,299.451428571428,636.683645714286,50,-9,2.12616666666667,03
30494871,02,2014,3,12,12444,01,02,02,4728,-1,01,-1,4700,02,02,03,01,4,3,10,2,TX,48,2,1,201607,04,02,04,02,01,04,01,07,03,72,01,02,12420,02,339.698690583518,3981.25931080916,01,-1,-1,U,40,7000,3000,3000,40,7000,3000,165.885804617048,352.700868249948,24,-9,2.12616666666667,01
30494871,03,2013,4,37,37471,01,04,01,11324,-1,01,-1,3000,02,01,03,01,4,3,10,2,TX,48,2,1,201607,04,02,04,02,01,04,01,07,03,72,01,02,12420,02,339.698690583518,3480.43547048462,01,-1,-1,U,40,7000,3000,3000,40,7000,3000,193.357526138034,411.110326823817,18,-9,2.12616666666667,01
30494880,01,2013,4,49,49040,01,01,01,-88,-1,01,-1,-9,02,01,05,01,3,2,08,2,TX,48,2,1,201609,04,02,04,02,01,04,01,07,03,72,01,02,12420,02,123.152649988394,12738.6858089282,02,-1,-1,C,20,7000,1500,3000,30,7000,3000,489.949454189545,1041.71419784934,26,-9,2.12616666666667,01
30494880,02,2003,14,12,12481,01,04,02,130000,-1,01,-1,-9,02,02,05,01,3,2,08,2,TX,48,2,1,201609,04,02,04,02,01,04,01,07,03,72,01,02,12420,02,123.152649988394,5215.59565722757,01,-1,-1,C,20,7000,1500,3000,30,7000,3000,347.706377148505,739.281708880579,15,-9,2.12616666666667,01
30496672,01,2002,15,41,41441,01,02,01,189000,-1,02,07,17143,02,01,02,02,4,1,03,1,TX,48,2,1,201607,04,02,04,02,01,04,01,07,03,72,01,01,12420,02,1735.57072867253,23126.2592947387,01,-1,-1,S,40,3000,1500,1500,40,3000,1500,1217.17154182835,2587.90955985071,19,-9,2.12616666666667,01
30497247,01,2007,10,41,41051,01,01,01,50368,-1,01,-1,1500,02,01,05,02,2,2,10,2,TX,48,2,2,201607,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,338.056832430381,13653.8203302254,01,-1,04,U,50,7000,3000,3000,80,7000,7000,620.628196828427,1319.55898449004,22,-9,2.12616666666667,01
30497247,02,1997,20,41,41471,01,04,02,162937,-1,01,-1,2400,02,02,05,02,2,2,10,2,TX,48,2,2,201607,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,338.056832430381,6792.6023154573,01,-1,-1,U,50,7000,3000,3000,80,7000,7000,377.366795303183,802.344701280452,18,-9,2.12616666666667,01
30497918,01,2009,8,49,49472,01,04,01,46841,-1,01,-1,5000,02,01,01,02,1,3,05,1,TX,48,1,1,201609,01,02,04,02,01,04,01,07,03,72,01,01,12420,02,831.975016081801,4751.39217974863,01,-1,-1,U,40,7000,3000,3000,50,7000,3000,250.073272618349,531.69745646538,19,-9,2.12616666666667,01
30497918,02,2002,15,41,41035,01,01,01,200601,-1,01,-1,10000,02,01,01,02,1,3,05,1,TX,48,1,1,201609,01,02,04,02,01,04,01,07,03,72,01,01,12420,02,831.975016081801,9233.13138238578,01,-1,-1,U,40,7000,3000,3000,50,7000,3000,369.325255295431,785.247046967302,25,-9,2.12616666666667,01
30497918,03,2009,8,37,37706,01,07,01,3873,-1,01,-1,1000,02,01,01,02,1,3,05,1,TX,48,1,1,201609,01,02,04,02,01,04,01,07,03,72,01,01,12420,02,831.975016081801,1000,07,-1,-1,U,40,7000,3000,3000,50,7000,3000,20,42.5233333333333,50,-9,2.12616666666667,03
30497982,01,2013,4,49,49401,01,03,01,84454,-1,02,0,12000,02,01,02,02,2,2,06,2,TX,48,2,1,201610,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,367.263862539579,9187.94347158123,01,-1,-1,C,20,7000,3000,3000,30,7000,3000,483.575972188486,1028.16311286809,19,-9,2.12616666666667,01
30497982,02,1997,20,72,72706,01,07,02,29994,-1,01,-1,4000,02,02,02,02,2,2,06,2,TX,48,2,1,201610,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,367.263862539579,4000,07,-1,-1,C,20,7000,3000,3000,30,7000,3000,80,170.093333333333,50,-9,2.12616666666667,03
30498040,01,2009,8,12,12481,01,04,01,29489,-1,01,-1,-9,02,01,01,01,1,1,05,1,TX,48,1,0,201610,09,02,04,02,01,04,01,07,03,72,97,01,12420,02,956.799343283839,1043.21210365647,01,-1,-1,C,50,7000,3000,3000,70,7000,3000,65.2007564785297,138.6276750661,16,-9,2.12616666666667,01
30498189,01,2010,7,52,52047,01,03,01,71409,-1,01,-1,3000,02,01,02,02,1,1,06,1,TX,48,1,1,201610,01,02,04,02,01,04,01,07,03,72,01,02,12420,02,349.669927165281,7580.77895896363,01,-1,-1,S,90,3000,1500,1500,80,1500,1500,344.580861771074,732.636342268932,22,-9,2.12616666666667,01
30498602,01,2014,3,37,37471,01,04,02,25000,-1,01,-1,12000,02,02,06,01,2,2,11,2,TX,48,2,1,201609,10,02,04,02,01,04,01,07,03,72,01,02,12420,02,141.285294320883,8649.57224127637,01,-1,-1,S,50,3000,1500,1500,0,3000,750,480.531791182021,1021.69067668484,18,-9,2.12616666666667,01
30498602,02,2013,4,42,42043,01,01,01,27000,-1,01,-1,6000,02,01,06,01,2,2,11,2,TX,48,2,1,201609,10,02,04,02,01,04,01,07,03,72,01,02,12420,02,141.285294320883,25171.4511426594,01,-1,04,S,50,3000,1500,1500,0,3000,750,1324.8132180347,2816.77370374479,19,-9,2.12616666666667,01
30499225,01,2014,3,35,35401,01,03,01,27866,-1,01,-1,-9,02,01,05,01,4,3,09,3,TX,48,2,2,201605,06,02,04,02,01,04,01,07,03,72,01,02,12420,02,1122.99427673752,2760.86469562785,01,-1,-1,C,30,7000,1500,3000,05,7000,3000,125.493849801266,266.820840319125,22,-9,2.12616666666667,01
30499225,02,2010,7,49,49472,01,04,02,92029,-1,01,-1,-9,02,02,05,01,4,3,09,3,TX,48,2,2,201605,06,02,04,02,01,04,01,07,03,72,01,02,12420,02,1122.99427673752,20797.0747219969,01,-1,-1,C,30,7000,1500,3000,05,7000,3000,1094.5828801051,2327.26563358346,19,-9,2.12616666666667,01
30499225,03,2008,9,20,20481,01,04,03,91566,-1,01,-1,-9,02,03,05,01,4,3,09,3,TX,48,2,2,201605,06,02,04,02,01,04,01,07,03,72,01,02,12420,02,1122.99427673752,1961.71483453898,01,-1,-1,C,30,7000,1500,3000,05,7000,3000,122.607177158686,260.683293168893,16,-9,2.12616666666667,01
30499665,01,2015,2,35,35047,01,01,01,19935,-1,01,-1,-9,02,01,07,02,1,1,05,1,TX,48,1,1,201607,01,02,04,02,01,04,01,07,03,72,01,02,12420,02,955.62566885292,12053.3559928535,01,-1,-1,S,20,3000,1500,1500,50,3000,1500,430.476999744767,915.265847624,28,-9,2.12616666666667,01
30501606,01,2015,2,12,12422,01,03,01,-88,-1,01,-1,-9,02,01,02,01,2,1,-8,2,TX,48,2,0,201610,10,02,04,02,01,04,01,07,03,72,01,02,12420,02,253.666738227541,2019.04629110419,02,-1,-1,S,05,3000,750,1500,05,1500,300,118.767428888482,252.519348388394,17,-9,2.12616666666667,01
30501736,01,2010,7,37,37441,01,02,01,111000,-1,01,-1,25000,02,01,06,01,2,3,07,2,TX,48,2,0,201605,10,02,04,02,04,06,02,07,03,72,01,02,12420,01,218.562181947468,19134.0428777762,01,-1,-1,R,05,300,50,75,05,300,300,1007.05488830401,2141.16653501571,19,-9,2.12616666666667,01
30501736,02,2006,11,37,37441,01,02,01,128000,-1,01,-1,10000,02,01,06,01,2,3,07,2,TX,48,2,0,201605,10,02,04,02,04,06,02,07,03,72,01,02,12420,01,218.562181947468,8449.7535191588,01,-1,-1,R,05,300,50,75,05,300,300,422.48767595794,898.279213699241,20,-9,2.12616666666667,01
30501736,03,1998,19,24,24001,01,01,01,128000,-1,01,-1,400,02,01,06,01,2,3,07,2,TX,48,2,0,201605,10,02,04,02,04,06,02,07,03,72,01,02,12420,01,218.562181947468,942.113173641915,01,-1,-1,R,05,300,50,75,05,300,300,34.8930805052561,74.188504667592,27,-9,2.12616666666667,01
30501753,01,2004,13,49,49040,01,01,02,64000,-1,01,-1,-9,02,02,07,01,2,2,11,2,TX,48,2,0,201609,10,02,04,02,01,04,01,07,03,72,01,02,12420,02,129.105910988149,7308.16680446506,01,-1,-1,S,40,3000,1500,1500,40,3000,1500,332.189400202957,706.290029731521,22,-9,2.12616666666667,01
30501753,02,1999,18,37,37032,01,01,02,75000,-1,01,-1,-9,02,02,07,01,2,2,11,2,TX,48,2,0,201609,10,02,04,02,01,04,01,07,03,72,01,02,12420,02,129.105910988149,2329.16647895413,01,-1,-1,S,40,3000,1500,1500,40,3000,1500,101.268107780614,215.312875159549,23,-9,2.12616666666667,01
30501960,01,2008,9,55,55035,01,01,02,-88,-1,01,-1,-9,02,02,04,01,3,2,07,2,TX,48,2,2,201606,04,02,04,02,01,04,01,07,03,72,01,01,12420,02,1262.53827360635,12025.5447101528,02,-1,-1,S,40,7000,3000,3000,50,7000,3000,429.483739648314,913.15401111559,28,-9,2.12616666666667,01
30501960,02,2007,10,51,XXXXX,01,01,01,97000,-1,01,-1,-9,02,01,04,01,3,2,07,2,TX,48,2,2,201606,04,02,04,02,01,04,01,07,03,72,01,01,12420,02,1262.53827360635,8643.63193813304,01,-1,-1,S,40,7000,3000,3000,50,7000,3000,360.151330755543,765.741754408078,24,-9,2.12616666666667,02
30502338,01,2007,10,06,6051,01,01,01,69580,-1,01,-1,-9,02,01,02,01,1,1,03,1,TX,48,1,0,201608,09,02,04,02,01,04,01,07,03,72,01,02,12420,02,135.093085182815,2247.62896444305,01,-1,-1,T,20,300,300,150,05,3000,750,124.868275802392,265.490765735185,18,-9,2.12616666666667,01
30503614,01,2014,3,49,49040,01,01,01,38248,-1,01,-1,11000,02,01,03,02,2,2,07,2,TX,48,2,2,201608,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,266.069423906828,14403.1856796703,01,-1,-1,U,50,7000,3000,3000,40,7000,3000,553.968679987318,1177.82974176637,26,-9,2.12616666666667,01
30503614,02,2015,2,59,-88,01,01,02,-88,-1,02,11,12000,02,02,03,02,2,2,07,2,TX,48,2,2,201608,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,266.069423906828,14175.4405139244,02,-1,-1,U,50,7000,3000,3000,40,7000,3000,644.33820517838,1369.9704139101,22,-9,2.12616666666667,01
30504170,01,2013,4,07,7026,01,01,01,38726,-1,01,-1,6000,02,01,05,01,1,3,04,1,TX,48,1,0,201608,09,02,04,02,02,06,01,07,03,72,01,02,12420,02,97.4466029114766,6497.98664298594,01,-1,-1,R,20,300,50,75,20,1500,300,282.521158390693,600.687069598345,23,-9,2.12616666666667,01
30504170,02,2007,10,07,7472,01,04,01,78259,-1,01,-1,3000,02,01,05,01,1,3,04,1,TX,48,1,0,201608,09,02,04,02,02,06,01,07,03,72,01,02,12420,02,97.4466029114766,5837.449973731,01,-1,-1,R,20,300,50,75,20,1500,300,364.840623358188,775.711972030067,16,-9,2.12616666666667,01
30504170,03,2004,13,98,XXXXX,01,07,01,2129,-1,02,01,300,02,01,05,01,1,3,04,1,TX,48,1,0,201608,09,02,04,02,02,06,01,07,03,72,01,02,12420,02,97.4466029114766,300,07,-1,-1,R,20,300,50,75,20,1500,300,6,12.757,50,-9,2.12616666666667,03
30505175,01,2013,4,18,18421,01,01,02,32663,-1,01,-1,3500,02,02,04,01,2,2,09,2,TX,48,2,1,201608,10,02,04,02,04,06,02,07,03,72,06,02,12420,02,154.207459178395,8064.39443239243,01,-1,-1,T,05,1500,300,750,20,1500,750,424.441812231181,902.434033105528,19,-9,2.12616666666667,01
30505175,02,2004,13,42,42031,01,01,01,95153,-1,01,-1,1500,02,01,04,01,2,2,09,2,TX,48,2,1,201608,10,02,04,02,04,06,02,07,03,72,06,02,12420,02,154.207459178395,12542.6463628055,01,-1,04,T,05,1500,300,750,20,1500,750,627.132318140278,1333.38783041925,20,-9,2.12616666666667,01
30505232,01,2011,6,35,35047,01,01,02,45000,-1,01,-1,-9,02,02,05,02,5,2,10,2,TX,48,2,1,201610,04,02,04,02,01,04,01,07,03,72,01,02,12420,02,631.727079319737,22901.8051184582,01,-1,-1,T,20,1500,750,750,20,1500,300,954.241879935757,2028.87727705674,24,-9,2.12616666666667,01
30505232,02,2011,6,30,30443,01,02,01,104000,-1,01,-1,-9,02,01,05,02,5,2,10,2,TX,48,2,1,201610,04,02,04,02,01,04,01,07,03,72,01,02,12420,02,631.727079319737,16933.1294956267,01,-1,-1,T,20,1500,750,750,20,1500,300,846.656474781338,1800.13277479759,20,-9,2.12616666666667,01
30506078,01,2012,5,35,35050,01,01,01,58550,-1,01,-1,10000,02,01,07,02,1,1,02,1,TX,48,1,1,201607,01,02,04,02,01,01,01,07,03,72,01,02,12420,02,972.734771635152,9630.4116815778,01,-1,-1,C,30,300,300,150,30,3000,1500,321.01372271926,682.528676788267,30,-9,2.12616666666667,01
30506256,01,2011,6,12,12032,01,01,02,43450,-1,01,-1,7500,02,02,03,01,2,2,06,2,TX,48,2,2,201608,02,02,04,02,04,06,02,07,03,72,01,02,12420,02,190.019693053631,39882.4422500365,01,-1,04,C,20,3000,750,750,30,1500,300,1246.32632031364,2649.89747804019,32,-9,2.12616666666667,01
30506256,02,2004,13,22,22032,01,01,01,187629,-1,01,-1,12500,02,01,03,01,2,2,06,2,TX,48,2,2,201608,02,02,04,02,04,06,02,07,03,72,01,02,12420,02,190.019693053631,11025.3893759228,01,-1,-1,C,20,3000,750,750,30,1500,300,424.053437535492,901.608283773379,26,-9,2.12616666666667,01
30507824,01,2007,10,63,63032,01,01,01,-88,-1,01,-1,500,02,01,06,01,1,1,01,1,TX,48,1,0,201605,09,02,04,02,01,04,01,07,03,72,01,02,12420,02,249.431849404633,1609.35328450485,02,-1,-1,U,40,7000,3000,3000,40,7000,3000,55.4949408449948,117.991493393266,29,-9,2.12616666666667,01
30507840,01,2013,4,12,12024,01,03,01,65000,-1,01,-1,-9,02,01,02,02,2,2,06,2,TX,48,2,1,201607,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,375.91114992361,18789.5551194364,01,-1,-1,U,70,7000,3000,5000,70,7000,3000,894.740719973163,1902.36789411627,21,-9,2.12616666666667,01
30507840,02,1995,22,23,-88,01,04,02,-77,-1,01,-1,-9,02,02,02,02,2,2,06,2,TX,48,2,1,201607,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,375.91114992361,3168.11802602487,02,-1,-1,U,70,7000,3000,5000,70,7000,3000,198.007376626554,420.996683937492,16,-9,2.12616666666667,02
30508014,01,2003,14,20,20481,01,04,01,180000,-1,01,-1,-9,02,01,03,01,1,2,01,1,TX,48,1,0,201607,01,02,04,02,01,04,01,07,03,72,01,02,12420,02,115.273894088634,12460.5427405358,01,-1,-1,C,50,7000,3000,3000,40,3000,1500,890.038767181129,1892.37075882161,14,-9,2.12616666666667,01
30508014,02,1993,24,20,20009,01,01,01,-9,-1,-9,-1,-9,02,01,03,01,1,2,01,1,TX,48,1,0,201607,01,02,04,02,01,04,01,07,03,72,01,02,12420,02,115.273894088634,64095.5331559402,05,-1,-1,C,50,7000,3000,3000,40,3000,1500,3373.44911347054,7172.51505675728,19,-9,2.12616666666667,01
30508602,01,2010,7,37,37402,01,02,01,35187,-1,01,-1,5000,02,01,01,01,1,1,04,1,TX,48,1,0,201610,09,02,04,02,01,04,01,07,03,72,01,02,12420,02,1104.85939800936,7298.19281620292,01,-1,-1,T,05,3000,1500,1500,05,3000,1500,317.312731139257,674.659751857251,23,-9,2.12616666666667,01
30509250,01,2004,13,07,7482,01,04,01,102729,-1,01,-1,8000,02,01,03,01,1,1,03,1,TX,48,1,0,201608,09,02,04,02,04,06,02,07,03,72,06,02,12420,02,226.068804043891,3227.69036716265,01,-1,-1,R,05,300,50,25,05,300,50,230.549311940189,490.186262070165,14,-9,2.12616666666667,01
30509501,01,2012,5,37,37041,01,01,01,43432,-1,02,05,9600,02,01,01,01,2,2,04,1,TX,48,1,0,201608,07,02,04,02,01,04,01,07,03,72,01,02,12420,01,278.458182681765,6609.39850529282,01,-1,-1,S,20,1500,750,750,05,1500,750,300.427204786038,638.758308575913,22,-9,2.12616666666667,02
30509501,02,2001,16,98,98850,01,06,01,-88,-1,01,-1,700,02,01,01,01,2,2,04,1,TX,48,1,0,201608,07,02,04,02,01,04,01,07,03,72,01,02,12420,01,278.458182681765,700,07,-1,-1,S,20,1500,750,750,05,1500,750,50,106.308333333333,14,-9,2.12616666666667,03
30509509,01,2010,7,69,69054,01,01,02,48000,-1,01,-1,2000,02,02,02,01,2,2,11,2,TX,48,2,2,201609,02,02,04,02,01,04,01,07,03,72,03,02,12420,02,146.016285916082,4147.13753217032,01,-1,-1,S,40,3000,1500,1500,40,3000,1500,143.004742488632,304.051916654579,29,-9,2.12616666666667,01
30509509,02,2002,15,37,37402,01,03,01,192789,-1,01,-1,5000,02,01,02,01,2,2,11,2,TX,48,2,2,201609,02,02,04,02,01,04,01,07,03,72,03,02,12420,02,146.016285916082,7342.16206386001,01,-1,-1,S,40,3000,1500,1500,40,3000,1500,333.734639266364,709.575465520168,22,-9,2.12616666666667,01
30509647,01,2016,1,02,2404,01,03,03,771,-1,02,01,9252,02,03,03,01,3,2,02,2,TX,48,3,1,201610,10,02,04,02,04,06,02,07,03,72,01,02,12420,02,238.702139251322,8200.21926601435,01,-1,-1,R,05,750,300,350,0,750,300,372.737239364289,792.501493761705,22,-9,2.12616666666667,01
30509647,02,2013,4,13,13014,01,03,01,19003,-1,01,-1,-9,02,01,03,01,3,2,02,2,TX,48,3,1,201610,10,02,04,02,04,06,02,07,03,72,01,02,12420,02,238.702139251322,5287.47194077269,01,-1,-1,R,05,750,300,350,0,750,300,264.373597038634,562.10232957031,20,-9,2.12616666666667,01
30510344,01,2010,7,23,23008,01,03,02,67000,-1,01,-1,-9,02,02,03,01,2,3,11,2,TX,48,2,1,201607,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,115.830765036486,4807.24707710659,01,-1,-1,S,20,1500,750,750,05,3000,1500,253.013004058242,537.947815461831,19,-9,2.12616666666667,01
30510344,02,2005,12,06,6052,01,01,01,64000,-1,01,-1,4000,02,01,03,01,2,3,11,2,TX,48,2,1,201607,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,115.830765036486,3547.77338051888,01,-1,-1,S,20,1500,750,750,05,3000,1500,168.941589548518,359.197976311741,21,-9,2.12616666666667,01
30510344,03,2003,14,21,21401,01,03,01,77000,-1,01,-1,2000,02,01,03,01,2,3,11,2,TX,48,2,1,201607,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,115.830765036486,16128.8182689762,01,-1,04,S,20,1500,750,750,05,3000,1500,1008.05114181101,2143.28473601385,16,-9,2.12616666666667,01
30510719,01,2016,1,20,20404,01,03,01,2297,-1,02,05,5513,02,01,02,01,2,1,01,1,TX,48,1,0,201609,05,02,04,02,01,04,01,07,03,72,97,01,12420,02,305.691755666124,6224.95151884314,01,-1,-1,S,30,7000,3000,3000,40,7000,3000,282.952341765597,601.603837317287,22,-9,2.12616666666667,01
30512088,01,2005,12,22,22020,01,01,02,160000,-1,01,-1,17000,02,02,02,02,3,4,09,3,TX,48,3,2,201605,08,02,04,02,01,04,01,07,03,72,01,02,12420,02,1544.52529178566,18442.9044371572,01,-1,-1,C,50,7000,3000,3000,40,7000,3000,922.145221857859,1960.63443254012,20,-9,2.12616666666667,01
30512088,02,2001,16,49,49482,01,04,01,207000,-1,01,-1,6000,02,01,02,02,3,4,09,3,TX,48,3,2,201605,08,02,04,02,01,04,01,07,03,72,01,02,12420,02,1544.52529178566,17971.9742549392,01,-1,-1,C,50,7000,3000,3000,40,7000,3000,1198.13161699594,2547.42750633621,15,-9,2.12616666666667,01
30512088,03,2000,17,12,12422,01,03,01,264000,-1,01,-1,3000,02,01,02,02,3,4,09,3,TX,48,3,2,201605,08,02,04,02,01,04,01,07,03,72,01,02,12420,02,1544.52529178566,30.9338110697085,01,-1,01,C,50,7000,3000,3000,40,7000,3000,2.20955793355061,4.69788842638418,14,-9,2.12616666666667,01
30512088,04,1999,18,49,49401,01,03,03,200000,-1,01,-1,15000,02,03,02,02,3,4,09,3,TX,48,3,2,201605,08,02,04,02,01,04,01,07,03,72,01,02,12420,02,1544.52529178566,17145.8627088149,01,-1,-1,C,50,7000,3000,3000,40,7000,3000,1008.58015934205,2144.40951545443,17,-9,2.12616666666667,01
30513437,01,2014,3,37,37039,01,01,02,19000,-1,01,-1,12000,02,02,03,01,2,2,08,2,TX,48,2,2,201605,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,545.640604863539,7556.05490399528,01,-1,-1,U,40,7000,3000,3000,40,7000,3000,251.868496799843,535.514402279265,30,-9,2.12616666666667,01
30513437,02,2010,7,49,49032,01,01,01,68999,-1,01,-1,8000,02,01,03,01,2,2,08,2,TX,48,2,2,201605,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,545.640604863539,8610.4182612762,01,-1,-1,U,40,7000,3000,3000,40,7000,3000,318.904380047267,678.043862710497,27,-9,2.12616666666667,01
30513986,01,2014,3,54,54402,01,03,01,41700,-1,01,-1,18000,02,01,06,01,2,3,10,2,TX,48,2,2,201609,02,02,04,02,04,06,02,07,03,72,01,02,12420,02,79.255832050519,18972.418883892,01,-1,-1,R,20,50,50,25,05,50,50,862.382676540547,1833.56930077129,22,-9,2.12616666666667,01
