HOUSEID,VEHID,VEHYEAR,VEHAGE,MAKE,MODEL,FUELTYPE,VEHTYPE,WHOMAIN,OD_READ,HFUEL,VEHOWNED,VEHOWNMO,ANNMILES,HYBRID,PERSONID,TRAVDAY,HOMEOWN,HHSIZE,HHVEHCNT,HHFAMINC,DRVRCNT,HHSTATE,HHSTFIPS,NUMADLT,WRKCOUNT,TDAYDATE,LIF_CYC,MSACAT,MSASIZE,RAIL,URBAN,URBANSIZE,URBRUR,CENSUS_D,CENSUS_R,CDIVMSAR,HH_RACE,HH_HISP,HH_CBSA,SMPLSRCE,WTHHFIN,BESTMILE,BEST_FLG,BEST_EDT,BEST_OUT,HBHUR,HTHTNRNT,HTPPOPDN,HTRESDN,HTEEMPDN,HBHTNRNT,HBPPOPDN,HBRESDN,GSYRGAL,GSTOTCST,FEGEMPG,FEGEMPGA,GSCOST,FEGEMPGF
30347257,05,1999,18,34,34706,01,07,01,102000,-1,01,-1,6000,02,01,01,01,4,6,10,2,TX,48,2,1,201608,06,02,04,02,01,04,01,07,03,72,01,02,12420,02,977.373697443286,6000,07,-1,-1,S,20,3000,1500,3000,30,3000,1500,120,255.14,50,-9,2.12616666666667,03
30347257,06,2012,5,34,34706,01,07,01,75000,-1,01,-1,1000,02,01,01,01,4,6,10,2,TX,48,2,1,201608,06,02,04,02,01,04,01,07,03,72,01,02,12420,02,977.373697443286,1000,07,-1,01,S,20,3000,1500,3000,30,3000,1500,20,42.5233333333333,50,-9,2.12616666666667,03
30347330,01,2012,5,37,37032,01,01,02,47247,-1,01,-1,12000,02,02,04,01,2,2,08,2,TX,48,2,2,201609,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,168.819381542002,14535.6324209714,01,-1,-1,C,20,7000,1500,3000,30,7000,3000,605.651350873807,1287.71571384953,24,-9,2.12616666666667,01
30347330,02,2009,8,12,12481,01,04,01,76441,-1,01,-1,7000,02,01,04,01,2,2,08,2,TX,48,2,2,201609,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,168.819381542002,1252.80411452828,01,-1,-1,C,20,7000,1500,3000,30,7000,3000,78.3002571580178,166.479396760806,16,-9,2.12616666666667,01
30347629,01,2008,9,55,55036,01,01,01,40000,-1,01,-1,8000,02,01,01,01,1,1,05,1,TX,48,1,0,201609,09,02,04,02,01,04,01,07,03,72,01,02,12420,02,127.281836797718,4802.83911883866,01,-1,-1,S,40,7000,3000,3000,05,3000,1500,171.529968529952,364.701301422766,28,-9,2.12616666666667,01
30348195,01,2013,4,35,35481,01,04,01,42000,-1,01,-1,20000,02,01,04,01,4,3,08,2,TX,48,2,0,201607,06,02,04,02,04,06,02,07,03,72,01,02,12420,02,311.384263912158,16944.1440364163,01,-1,-1,R,05,50,50,25,05,50,50,1210.29600260116,2573.29101753051,14,-9,2.12616666666667,01
30348195,02,2007,10,63,63402,01,03,02,167000,-1,01,-1,15000,02,02,04,01,4,3,08,2,TX,48,2,0,201607,06,02,04,02,04,06,02,07,03,72,01,02,12420,02,311.384263912158,17785.0944595581,01,-1,-1,R,05,50,50,25,05,50,50,1046.18202703283,2224.35735314296,17,-9,2.12616666666667,01
30348195,03,2000,17,35,35472,01,04,01,270000,-1,01,-1,10000,02,01,04,01,4,3,08,2,TX,48,2,0,201607,06,02,04,02,04,06,02,07,03,72,01,02,12420,02,311.384263912158,11346.1988310098,01,-1,-1,R,05,50,50,25,05,50,50,667.423460647636,1419.05351458031,17,-9,2.12616666666667,01
30348830,01,1998,19,59,59031,01,01,01,-88,-1,01,-1,2000,02,01,03,02,1,1,02,1,TX,48,1,1,201611,01,02,04,02,01,04,01,07,03,72,01,02,12420,02,323.343696266895,1230.62464287726,02,-1,-1,C,30,7000,3000,3000,50,7000,3000,61.5312321438631,130.82565474321,20,-9,2.12616666666667,01
30349188,01,2016,1,37,37402,01,03,01,179,-1,02,02,828,02,01,03,01,3,3,05,3,TX,48,3,1,201605,10,02,04,02,01,04,01,07,03,72,06,02,12420,02,957.229043023455,3077.0797069565,01,-1,-1,S,05,1500,750,1500,05,750,300,109.895703819875,233.656582271691,28,-9,2.12616666666667,01
30349188,02,2010,7,37,37402,01,03,03,-88,-1,01,-1,5000,02,03,03,01,3,3,05,3,TX,48,3,1,201605,10,02,04,02,01,04,01,07,03,72,06,02,12420,02,957.229043023455,10014.1294145909,02,-1,-1,S,05,1500,750,1500,05,750,300,435.396931069167,925.726441608228,23,-9,2.12616666666667,01
30349188,03,2006,11,12,12481,01,04,02,186000,-1,01,-1,6000,02,02,03,01,3,3,05,3,TX,48,3,1,201605,10,02,04,02,01,04,01,07,03,72,06,02,12420,02,957.229043023455,8447.76874134178,01,-1,-1,S,05,1500,750,1500,05,750,300,563.184582756118,1197.42428703663,15,-9,2.12616666666667,01
30349575,01,2015,2,37,37032,01,01,02,14800,-1,01,-1,14000,02,02,05,02,2,2,04,2,TX,48,2,2,201605,02,02,04,02,01,04,01,07,03,72,01,02,12420,01,912.83981031645,11706.4177777897,01,-1,-1,U,90,17000,7000,5000,80,17000,7000,450.246837607295,957.29981789271,26,-9,2.12616666666667,01
30349575,02,2005,12,20,20421,01,03,01,111000,-1,01,-1,5500,02,01,05,02,2,2,04,2,TX,48,2,2,201605,02,02,04,02,01,04,01,07,03,72,01,02,12420,01,912.83981031645,1850.62896502561,01,-1,-1,U,90,17000,7000,5000,80,17000,7000,123.375264335041,262.316374520352,15,-9,2.12616666666667,01
30349767,01,2015,2,32,32048,01,01,02,16000,-1,01,-1,-9,02,02,07,01,3,2,08,2,TX,48,2,2,201606,06,02,04,02,01,04,01,07,03,72,01,02,12420,02,1834.12201221351,14782.6938103992,01,-1,-1,C,30,7000,3000,3000,05,7000,3000,547.507178162934,1164.09151197076,27,-9,2.12616666666667,01
30349767,02,2015,2,35,35049,01,03,01,18000,-1,01,-1,-9,02,01,07,01,3,2,08,2,TX,48,2,2,201606,06,02,04,02,01,04,01,07,03,72,01,02,12420,02,1834.12201221351,11853.5898246814,01,-1,-1,C,30,7000,3000,3000,05,7000,3000,493.899576028391,1050.11281523237,24,-9,2.12616666666667,01
30353254,01,2014,3,41,41403,01,03,02,45000,-1,01,-1,15500,02,02,01,01,3,4,09,3,TX,48,2,2,201607,08,02,04,02,01,04,01,07,03,72,01,02,12420,02,403.995428643625,19991.5261896107,01,-1,-1,S,20,1500,750,750,05,1500,750,713.983078200382,1518.04702143371,28,-9,2.12616666666667,01
30353254,02,2004,13,37,37402,01,03,01,155000,-1,02,01,-9,02,01,01,01,3,4,09,3,TX,48,2,2,201607,08,02,04,02,01,04,01,07,03,72,01,02,12420,02,403.995428643625,29135.2311984977,01,-1,-1,S,20,1500,750,750,05,1500,750,1387.39196183322,2949.82654285107,21,-9,2.12616666666667,01
30353254,03,2004,13,30,30042,02,01,03,149000,-1,02,03,12000,02,03,01,01,3,4,09,3,TX,48,2,2,201607,08,02,04,02,01,04,01,07,03,72,01,02,12420,02,403.995428643625,18227.4323710814,01,-1,-1,S,20,1500,750,750,05,1500,750,536.100952090629,1229.10078282645,34,-9,2.29266666666667,01
30353254,04,2000,17,12,12471,01,04,03,98000,-1,01,-1,1000,02,03,01,01,3,4,09,3,TX,48,2,2,201607,08,02,04,02,01,04,01,07,03,72,01,02,12420,02,403.995428643625,14780.3729745012,01,-1,04,S,20,1500,750,750,05,1500,750,869.433704382426,1848.56096113443,17,-9,2.12616666666667,01
30353364,01,1999,18,20,20481,01,04,01,279000,-1,01,-1,20000,02,01,02,01,1,3,06,1,TX,48,1,1,201609,01,02,04,02,04,06,02,07,03,72,01,02,12420,02,121.511801621877,9797.08337303171,01,-1,-1,R,20,50,50,25,20,50,50,653.138891535448,1388.68213988628,15,-9,2.12616666666667,01
30353364,02,1999,18,20,20422,01,03,01,198000,-1,01,-1,1000,02,01,02,01,1,3,06,1,TX,48,1,1,201609,01,02,04,02,04,06,02,07,03,72,01,02,12420,02,121.511801621877,3910.72997162464,01,-1,-1,R,20,50,50,25,20,50,50,279.337855116046,593.9188362859,14,-9,2.12616666666667,01
30353364,03,2006,11,72,72706,01,07,01,50000,-1,01,-1,5000,02,01,02,01,1,3,06,1,TX,48,1,1,201609,01,02,04,02,04,06,02,07,03,72,01,02,12420,02,121.511801621877,5000,07,-1,-1,R,20,50,50,25,20,50,50,100,212.616666666667,50,-9,2.12616666666667,03
30353444,01,2016,1,55,55035,01,01,01,26000,-1,01,-1,20000,02,01,06,01,1,1,04,1,TX,48,1,0,201607,09,02,04,02,01,04,01,07,03,72,01,02,12420,02,107.233026626909,13469.8044030837,01,-1,-1,U,50,7000,3000,3000,40,7000,3000,464.476013899439,987.55341821919,29,-9,2.12616666666667,01
30353979,01,2010,7,30,30040,01,01,02,37500,-1,01,-1,-9,02,02,04,01,4,2,07,2,TX,48,2,1,201607,04,02,04,02,01,04,01,07,03,72,01,01,12420,02,919.618425602992,9950.24941359611,01,-1,-1,C,40,1500,300,750,30,7000,1500,382.701900522927,813.68802416183,26,-9,2.12616666666667,01
30353979,02,2004,13,49,49032,01,01,01,171000,-1,01,-1,-9,02,01,04,01,4,2,07,2,TX,48,2,1,201607,04,02,04,02,01,04,01,07,03,72,01,01,12420,02,919.618425602992,6384.99036208057,01,-1,-1,C,40,1500,300,750,30,7000,1500,212.833012069352,452.518455828121,30,-9,2.12616666666667,01
30354433,01,2013,4,07,7482,02,05,01,121781,-1,01,-1,59000,02,01,02,01,1,2,07,1,TX,48,1,1,201608,01,02,04,02,01,01,01,07,03,72,-7,01,12420,02,272.805010542753,59000,07,-1,-1,C,70,1500,750,750,70,7000,3000,3105.26315789474,7119.33333333333,19,-9,2.29266666666667,02
30354433,02,2000,17,20,20002,01,01,01,138361,-1,01,-1,1000,02,01,02,01,1,2,07,1,TX,48,1,1,201608,01,02,04,02,01,01,01,07,03,72,-7,01,12420,02,272.805010542753,1069.07765419998,01,-1,-1,C,70,1500,750,750,70,7000,3000,50.9084597238086,108.239870116104,21,-9,2.12616666666667,01
30354945,01,2013,4,37,37031,01,01,02,24711,-1,01,-1,-9,02,02,06,01,5,2,06,2,TX,48,2,2,201608,04,02,04,02,01,04,01,07,03,72,01,02,12420,02,331.807522625299,3720.78168623515,01,-1,-1,C,30,7000,3000,3000,30,7000,3000,124.026056207838,263.700066507232,30,-9,2.12616666666667,01
30354945,02,2007,10,63,63401,01,01,01,128062,-1,01,-1,-9,02,01,06,01,5,2,06,2,TX,48,2,2,201608,04,02,04,02,01,04,01,07,03,72,01,02,12420,02,331.807522625299,16549.7342381064,01,-1,-1,C,30,7000,3000,3000,30,7000,3000,827.486711905319,1759.37466396269,20,-9,2.12616666666667,01
30355372,01,2001,16,58,XXXXX,01,03,01,151603,-1,01,-1,-9,02,01,03,01,1,1,05,1,TX,48,1,1,201607,01,02,04,02,01,04,01,07,03,72,01,02,12420,02,186.451983924772,5739.36586841443,01,-1,-1,U,70,17000,7000,5000,80,7000,3000,382.624391227629,813.52322648181,15,-9,2.12616666666667,01
30355669,01,2004,13,42,42043,01,01,01,99112,-1,01,-1,5000,02,01,03,01,1,1,-7,1,TX,48,1,0,201605,09,02,04,02,04,06,02,07,03,72,01,02,12420,02,212.96402429958,2639.35553431789,01,-1,-1,T,20,750,300,350,40,300,300,138.913449174626,295.353145186784,19,-9,2.12616666666667,01
30357316,01,2015,2,37,37039,01,01,01,15039,-1,01,-1,12000,02,01,06,01,3,2,08,2,TX,48,2,2,201606,04,02,04,02,01,04,01,07,03,72,01,02,12420,02,995.90061796782,3072.12281357841,01,-1,-1,S,40,3000,1500,1500,40,7000,1500,90.3565533405414,192.113091827548,34,-9,2.12616666666667,01
30357316,02,2014,3,49,49046,03,01,02,47966,04,02,06,11000,01,02,06,01,3,2,08,2,TX,48,2,2,201606,04,02,04,02,01,04,01,07,03,72,01,02,12420,02,995.90061796782,9483.55877250369,01,-1,-1,S,40,3000,1500,1500,40,7000,1500,206.164321141384,438.339707466774,46,-9,2.12616666666667,01
30358211,01,2008,9,49,49402,01,03,01,91000,-1,01,-1,9000,02,01,06,01,1,1,06,1,TX,48,1,0,201605,09,02,04,02,01,04,01,07,03,72,01,02,12420,02,201.150980359204,3060.24354417758,01,-1,-1,S,20,7000,3000,3000,20,3000,1500,139.101979280799,295.753991614192,22,-9,2.12616666666667,01
30358352,01,2016,1,55,55042,01,01,02,4649,-1,02,02,29400,02,02,05,01,2,2,06,2,TX,48,2,2,201605,02,02,04,02,04,06,02,07,03,72,01,02,12420,02,665.573148374378,43199.0525625681,01,-1,-1,R,40,300,50,75,20,50,50,1489.62250215752,3167.18571000391,29,-9,2.12616666666667,01
30358352,02,2015,2,55,55033,03,01,01,1951,04,02,02,11850,01,01,05,01,2,2,06,2,TX,48,2,2,201605,02,02,04,02,04,06,02,07,03,72,01,02,12420,02,665.573148374378,11706,01,01,-1,R,40,300,50,75,20,50,50,325.166666666667,691.358527777778,36,-9,2.12616666666667,01
30358907,01,2009,8,07,7027,01,01,01,111055,-1,01,-1,-9,02,01,05,02,1,1,03,1,TX,48,1,1,201609,01,02,04,02,01,04,01,07,03,72,01,02,12420,02,300.232534998506,4550.16187946778,01,-1,-1,U,80,7000,3000,5000,90,17000,7000,239.482204182514,509.179079792723,19,-9,2.12616666666667,01
30359075,01,2013,4,20,20029,01,01,01,35000,-1,01,-1,20000,02,01,05,01,1,2,08,1,TX,48,1,1,201610,01,02,04,02,01,04,01,07,03,72,01,01,12420,01,321.48649729032,14998.7667487939,01,-1,-1,S,20,1500,750,750,05,1500,750,468.711460899808,996.558684449808,32,-9,2.12616666666667,01
30359075,02,2008,9,38,XXXXX,01,04,01,60000,-1,01,-1,10000,02,01,05,01,1,2,08,1,TX,48,1,1,201610,01,02,04,02,01,04,01,07,03,72,01,01,12420,01,321.48649729032,7369.49881141471,01,-1,-1,S,20,1500,750,750,05,1500,750,387.868358495511,824.672774887872,19,-9,2.12616666666667,01
30359831,01,2015,2,49,49046,01,01,01,17219,-1,01,-1,17000,02,01,06,01,2,2,08,2,TX,48,2,1,201608,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,161.940349329785,14965.0013664443,01,-1,-1,S,05,7000,1500,3000,20,7000,3000,325.326116661832,691.697545042499,46,-9,2.12616666666667,01
30359831,02,2006,11,35,35473,01,04,02,176880,-1,01,-1,-9,02,02,06,01,2,2,08,2,TX,48,2,1,201608,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,161.940349329785,12097.5895918817,01,-1,-1,S,05,7000,1500,3000,20,7000,3000,864.113542277265,1837.24940980518,14,-9,2.12616666666667,01
30359847,01,2007,10,37,37031,01,01,01,90000,-1,01,-1,-9,02,01,06,02,1,1,05,1,TX,48,1,1,201611,01,02,04,02,01,04,01,07,03,72,01,02,12420,02,256.216131817432,11364.0938677964,01,-1,-1,U,80,7000,7000,5000,80,7000,7000,420.892365473943,894.887317725181,27,-9,2.12616666666667,01
30360463,01,2002,15,18,18002,01,01,02,59228,-1,01,-1,2500,02,02,07,01,2,2,06,2,TX,48,2,0,201609,10,02,04,02,01,04,01,07,03,72,01,02,12420,02,129.105910988149,9542.78861243758,01,-1,-1,S,40,7000,3000,3000,40,3000,1500,477.139430621879,1014.47795274055,20,-9,2.12616666666667,01
30360463,02,1994,23,18,18002,01,01,01,163940,-1,01,-1,2500,02,01,07,01,2,2,06,2,TX,48,2,0,201609,10,02,04,02,01,04,01,07,03,72,01,02,12420,02,129.105910988149,3710.71525337172,01,-1,-1,S,40,7000,3000,3000,40,3000,1500,185.535762668586,394.479954060526,20,-9,2.12616666666667,01
30360673,01,2004,13,54,54039,01,01,01,165000,-1,01,-1,13000,02,01,04,01,3,2,10,2,TX,48,3,2,201610,10,02,04,02,01,04,01,07,03,72,02,02,12420,02,306.07682354838,4408.50934229242,01,-1,-1,T,20,750,300,350,05,750,300,191.674319230105,407.531548403076,23,-9,2.12616666666667,01
30360673,02,1998,19,59,59034,01,01,02,320000,-1,01,-1,19000,02,02,04,01,3,2,10,2,TX,48,3,2,201610,10,02,04,02,01,04,01,07,03,72,02,02,12420,02,306.07682354838,16147.3067850439,01,-1,-1,T,20,750,300,350,05,750,300,897.072599169104,1907.32585793338,18,-9,2.12616666666667,01
30361320,01,2010,7,21,XXXXX,01,01,02,-88,-1,01,-1,-9,02,02,06,01,2,2,06,2,TX,48,2,2,201611,02,02,04,02,01,04,01,07,03,72,01,01,12420,02,343.906002934553,19853.8170709534,06,-1,-1,T,20,300,300,150,05,1500,300,827.242377956391,1758.85516926495,24,-9,2.12616666666667,01
30361320,02,2006,11,18,-88,01,01,01,-88,-1,01,-1,-9,02,01,06,01,2,2,06,2,TX,48,2,2,201611,02,02,04,02,01,04,01,07,03,72,01,01,12420,02,343.906002934553,8891.896801377,05,-1,-1,T,20,300,300,150,05,1500,300,444.59484006885,945.282729126386,20,-9,2.12616666666667,01
30361955,01,2008,9,49,49046,03,01,01,13433,04,01,-1,12000,01,01,04,02,1,1,06,1,TX,48,1,1,201610,01,02,04,02,01,04,01,07,03,72,01,02,12420,02,346.039428104779,7615.10249461843,01,-1,-1,U,50,3000,1500,1500,60,7000,3000,162.023457332307,344.48887419804,47,-9,2.12616666666667,01
30362427,01,2007,10,35,35049,01,03,01,118000,-1,01,-1,-9,02,01,06,01,2,1,05,2,TX,48,2,0,201610,10,02,04,02,04,06,02,07,03,72,01,02,12420,02,165.202822021011,17525.5596763067,01,-1,-1,R,20,50,50,25,20,50,50,876.277983815335,1863.11303992204,20,-9,2.12616666666667,01
30362489,01,2007,10,13,13013,01,01,01,53000,-1,01,-1,1000,02,01,03,01,1,1,07,1,TX,48,1,0,201607,09,02,04,02,01,04,01,07,03,72,01,02,12420,02,71.7169363707022,891.930162352089,01,-1,-1,C,30,7000,3000,3000,50,7000,3000,46.9436927553731,99.8101147467158,19,-9,2.12616666666667,01
30362663,01,2015,2,55,55035,01,01,02,15500,-1,01,-1,-9,02,02,04,02,2,1,04,1,TX,48,2,1,201608,02,02,04,02,01,04,01,07,03,72,02,02,12420,02,527.136856737614,15500,01,02,-1,U,50,7000,3000,3000,50,7000,3000,553.571428571429,1176.98511904762,28,-9,2.12616666666667,01
30364633,01,2012,5,49,49403,01,03,01,59000,-1,01,-1,18000,02,01,05,01,2,3,08,2,TX,48,2,0,201610,10,02,04,02,01,04,01,07,03,72,01,02,12420,02,82.9330344910269,21497.8614256599,01,-1,-1,C,20,7000,3000,3000,05,7000,3000,1074.893071283,2285.40181839287,20,-9,2.12616666666667,01
30364633,02,2009,8,22,22032,01,03,02,59800,-1,01,-1,400,02,02,05,01,2,3,08,2,TX,48,2,0,201610,10,02,04,02,01,04,01,07,03,72,01,02,12420,02,82.9330344910269,306.458705059386,01,-1,-1,C,20,7000,3000,3000,05,7000,3000,12.2583482023754,26.0632913362839,25,-9,2.12616666666667,01
30364633,03,1995,22,20,20461,01,02,01,-88,-1,01,-1,300,02,01,05,01,2,3,08,2,TX,48,2,0,201610,10,02,04,02,01,04,01,07,03,72,01,02,12420,02,82.9330344910269,506.979741016006,02,-1,-1,C,20,7000,3000,3000,05,7000,3000,36.2128386440004,76.9945304302522,14,-9,2.12616666666667,01
30364654,01,2006,11,37,37031,01,01,01,165000,-1,01,-1,15000,02,01,06,02,1,1,07,1,TX,48,1,1,201609,01,02,04,02,01,04,01,07,03,72,01,02,12420,02,235.72211876863,13469.2525393944,01,-1,-1,S,80,3000,1500,3000,80,3000,1500,498.861205162757,1060.66206571021,27,-9,2.12616666666667,01
30364914,01,2014,3,35,35401,01,03,01,20361,-1,01,-1,10000,02,01,02,01,2,2,08,2,TX,48,2,0,201609,10,02,04,02,01,04,01,07,03,72,01,02,12420,02,98.2317691568798,9284.19714276914,01,-1,-1,S,50,3000,1500,1500,70,3000,750,422.008961034961,897.261385987166,22,-9,2.12616666666667,01
30364914,02,2006,11,35,35048,01,01,02,42574,-1,01,-1,4500,02,02,02,01,2,2,08,2,TX,48,2,0,201609,10,02,04,02,01,04,01,07,03,72,01,02,12420,02,98.2317691568798,13619.2728468131,01,-1,03,S,50,3000,1500,1500,70,3000,750,716.803834042795,1524.04441848066,19,-9,2.12616666666667,01
30365192,01,2016,1,34,69054,01,01,02,10000,-1,02,11,-9,02,02,01,01,3,4,11,2,TX,48,2,2,201608,06,02,04,02,04,06,02,07,03,72,01,01,12420,01,1257.70070462965,36804.2133936381,01,-1,-1,S,40,1500,750,750,50,750,300,1840.21066968191,3912.59458552201,20,-9,2.12616666666667,02
30365192,02,2011,6,34,34034,01,01,01,75000,-1,01,-1,13000,02,01,01,01,3,4,11,2,TX,48,2,2,201608,06,02,04,02,04,06,02,07,03,72,01,01,12420,01,1257.70070462965,1333.04881262272,01,-1,02,S,40,1500,750,750,50,750,300,63.4785148867962,134.96590240181,21,-9,2.12616666666667,01
30365192,03,2014,3,98,98703,01,07,02,4000,-1,01,-1,1000,02,02,01,01,3,4,11,2,TX,48,2,2,201608,06,02,04,02,04,06,02,07,03,72,01,01,12420,01,1257.70070462965,1000,07,-1,-1,S,40,1500,750,750,50,750,300,20,42.5233333333333,50,-9,2.12616666666667,03
30365192,04,2000,17,34,34039,01,01,02,40000,-1,01,-1,1000,02,02,01,01,3,4,11,2,TX,48,2,2,201608,06,02,04,02,04,06,02,07,03,72,01,01,12420,01,1257.70070462965,4694.94461442563,01,-1,-1,S,40,1500,750,750,50,750,300,234.747230721281,499.111737051898,20,-9,2.12616666666667,01
30365834,01,2009,8,20,20037,01,01,01,92855,-1,02,09,-9,02,01,05,02,1,1,01,1,TX,48,1,0,201607,01,02,04,02,01,01,01,07,03,72,97,01,12420,02,719.261081008362,7023.49722456475,01,-1,-1,C,80,1500,750,750,95,1500,1500,305.369444546294,649.266334012845,23,-9,2.12616666666667,01
30366489,01,2014,3,37,37402,01,01,01,30000,-1,01,-1,14000,02,01,01,01,1,2,06,1,TX,48,1,1,201609,01,02,04,02,01,04,01,07,03,72,01,02,12420,02,160.282824603611,7766.00836146911,01,-1,-1,S,20,1500,750,750,05,3000,750,310.640334458764,660.47312444841,25,-9,2.12616666666667,01
30366489,02,2009,8,49,49040,01,01,97,-88,-1,01,-1,-9,02,97,01,01,1,2,06,1,TX,48,1,1,201609,01,02,04,02,01,04,01,07,03,72,01,02,12420,02,160.282824603611,30794.0692132928,03,-1,-1,S,20,1500,750,750,05,3000,750,1283.08621722053,2728.05514551372,24,-9,2.12616666666667,01
30367105,01,2003,14,18,18002,01,01,01,101000,-1,02,03,16000,02,01,06,02,5,3,06,2,TX,48,5,3,201606,02,02,04,02,01,04,01,07,03,72,06,02,12420,02,1961.24785335641,6459.12818689342,01,-1,-1,U,70,7000,3000,5000,70,7000,7000,322.956409344671,686.659152334994,20,-9,2.12616666666667,01
30367105,02,2001,16,48,48401,01,01,05,-88,-1,01,-1,-9,02,05,06,02,5,3,06,2,TX,48,5,3,201606,02,02,04,02,01,04,01,07,03,72,06,02,12420,02,1961.24785335641,3914.01155107047,02,-1,-1,U,70,7000,3000,5000,70,7000,7000,186.381502431927,396.278137754016,21,-9,2.12616666666667,01
30367105,03,1977,40,34,34706,01,07,01,-88,-1,02,10,6000,02,01,06,02,5,3,06,2,TX,48,5,3,201606,02,02,04,02,01,04,01,07,03,72,06,02,12420,02,1961.24785335641,6000,07,-1,-1,U,70,7000,3000,5000,70,7000,7000,120,255.14,50,-9,2.12616666666667,03
30367719,01,2016,1,49,49046,03,01,02,2020,04,02,06,-9,01,02,03,01,2,2,08,2,TX,48,2,2,201609,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,178.668183364203,5362.96199831678,01,-1,-1,T,30,1500,750,750,05,1500,750,107.259239966336,228.051020708424,50,-9,2.12616666666667,01
30367719,02,2009,8,55,55401,01,03,01,126600,-1,01,-1,-9,02,01,03,01,2,2,08,2,TX,48,2,2,201609,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,178.668183364203,35452.618364358,01,-1,-1,T,30,1500,750,750,05,1500,750,1772.6309182179,3768.90877061763,20,-9,2.12616666666667,01
30368001,01,2010,7,41,41051,01,01,01,-88,-1,01,-1,-9,02,01,06,02,1,1,09,1,TX,48,1,1,201609,01,02,04,02,01,04,01,07,03,72,01,02,12420,02,232.628005112984,11909.9178529237,05,-1,-1,U,60,7000,3000,5000,70,7000,3000,476.396714116949,1012.89881366499,25,-9,2.12616666666667,01
30368649,01,2016,1,41,41403,01,03,01,7000,-1,01,-1,-9,02,01,03,02,2,2,05,2,TX,48,2,2,201608,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,266.069423906828,6904.99008041763,01,-1,-1,U,50,7000,3000,3000,70,7000,7000,246.606788586344,524.327133665999,28,-9,2.12616666666667,01
30368649,02,2008,9,37,37032,01,01,02,-88,-1,01,-1,-9,02,02,03,02,2,2,05,2,TX,48,2,2,201608,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,266.069423906828,14709.8568417388,02,-1,-1,U,50,7000,3000,3000,70,7000,7000,639.558993119077,1359.80901253668,23,-9,2.12616666666667,01
30368807,01,2015,2,19,19020,01,03,01,-88,-1,01,-1,12000,02,01,06,01,2,2,09,2,TX,48,2,1,201607,02,02,04,02,04,06,02,07,03,72,01,02,12420,02,131.216614904393,2115.84890412666,02,-1,-1,R,05,300,300,150,05,300,50,111.360468638245,236.770916403016,19,-9,2.12616666666667,01
30368807,02,2012,5,20,20482,01,04,02,45000,-1,01,-1,12000,02,02,06,01,2,2,09,2,TX,48,2,1,201607,02,02,04,02,04,06,02,07,03,72,01,02,12420,02,131.216614904393,7941.50873586889,01,-1,-1,R,05,300,300,150,05,300,50,467.14757269817,993.233597485092,17,-9,2.12616666666667,01
30369198,01,2010,7,37,37032,01,01,01,147887,-1,02,08,-9,02,01,04,01,2,4,07,2,TX,48,2,2,201608,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,183.039798034779,3503.30441351273,01,-1,01,S,30,7000,1500,3000,05,7000,1500,152.317583196205,323.852568138999,23,-9,2.12616666666667,01
30369198,02,2009,8,30,30402,01,03,02,84701,-1,01,-1,-9,02,02,04,01,2,4,07,2,TX,48,2,2,201608,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,183.039798034779,13118.530764442,01,-1,-1,S,30,7000,1500,3000,05,7000,1500,624.691941163902,1328.19918223798,21,-9,2.12616666666667,01
30369198,03,2006,11,72,72706,01,07,01,1196,-1,01,-1,-9,02,01,04,01,2,4,07,2,TX,48,2,2,201608,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,183.039798034779,-9,08,-1,-1,S,30,7000,1500,3000,05,7000,1500,-9,-9,50,-9,-9,03
30369198,04,1995,22,20,20481,01,04,01,81865,-1,01,-1,-9,02,01,04,01,2,4,07,2,TX,48,2,2,201608,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,183.039798034779,20692.2056101188,01,-1,03,S,30,7000,1500,3000,05,7000,1500,1478.01468643705,3142.50555914625,14,-9,2.12616666666667,01
30370092,01,2016,1,98,XXXXX,03,97,02,-88,03,02,09,-9,01,02,06,01,2,3,-7,2,TX,48,2,0,201608,10,02,04,02,01,04,01,07,03,72,01,02,12420,02,66.6026738876877,-9,08,-1,-1,T,0,300,300,75,05,300,300,-9,-9,35,-9,-9,02
30370092,02,2014,3,49,49442,01,02,02,27679,-1,01,-1,-9,02,02,06,01,2,3,-7,2,TX,48,2,0,201608,10,02,04,02,01,04,01,07,03,72,01,02,12420,02,66.6026738876877,5121.58693456315,01,-1,-1,T,0,300,300,75,05,300,300,256.079346728157,544.467371035184,20,-9,2.12616666666667,01
