HOUSEID,PERSONID,R_AGE,EDUC,R_HISP,R_RELAT,R_SEX,R_RACE,PRMACT,PAYPROF,GT1JBLWK,WRK_HOME,WKFTPT,WRKTRANS,LSTTRDAY17,OCCAT,SCHTYP,NWALKTRP,WALK4EX,NBIKETRP,BIKE4EX,BIKESHARE,PTUSED,MCUSED,CARSHARE,RIDESHARE,CARRODE,TIMETOWK,NOCONG,PUBTIME,WRKTIME,WKRMHM,FLEXTIME,WKFMHMXX,SCHTRN1,SCHTRN2,DELIVER,MEDCOND,MEDCOND6,HEALTH,PHYACT,VPACT,LPACT,BORNINUS,YRTOUS,YEARMILE,PROXY,WHOPROXY,USEPUBTR,SAMEPLC,W_NONE,W_CANE,W_WLKR,W_WHCANE,W_DOG,W_CRUTCH,W_SCOOTR,W_CHAIR,W_MTRCHR,WORKER,DIARY,OUTCNTRY,FRSTHM17,CNTTDTR,GCDWORK,WKSTFIPS,DRIVER,OUTOFTWN,DISTTOWK17,DISTTOSC17,R_AGE_IMP,R_SEX_IMP,ALT_16,ALT_23,ALT_45,WALK_DEF,WALK_GKQ,BIKE_DFR,BIKE_GKP,CONDTRAV,CONDRIDE,CONDNIGH,CONDRIVE,CONDPUB,CONDSPEC,CONDTAX,TRAVDAY,HOMEOWN,HHSIZE,HHVEHCNT,HHFAMINC,DRVRCNT,HHSTATE,HHSTFIPS,NUMADLT,WRKCOUNT,TDAYDATE,HHRESP,LIF_CYC,MSACAT,MSASIZE,RAIL,URBAN,URBANSIZE,URBRUR,CENSUS_D,CENSUS_R,CDIVMSAR,HH_RACE,HH_HISP,HH_CBSA,SMPLSRCE,WTPERFIN,HBHUR,HTHTNRNT,HTPPOPDN,HTRESDN,HTEEMPDN,HBHTNRNT,HBPPOPDN,HBRESDN
30000309,01,68,05,02,01,01,01,06,01,02,01,02,-9,-1,04,-1,2,2,1,1,0,0,-1,0,0,-1,-1,-1,-1,08:00 AM,-1,01,-1,-1,-1,0,02,-1,01,02,-1,3,02,1998,10000,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,01,02,01,2,-9,-9,01,02,-9,-9,68,01,02,02,04,-1,-1,01,-1,-1,-1,-1,-1,-1,-1,-1,01,01,2,2,07,2,TX,48,2,1,201610,01,10,02,04,02,01,04,01,07,03,72,01,02,12420,02,300.659549508973,T,20,1500,750,750,05,3000,750
30000309,02,37,03,02,02,02,03,04,02,-1,-1,-1,-1,-1,-1,-1,2,2,1,1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,02,-1,01,02,-1,3,02,2015,2000,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,01,02,01,2,-9,-9,01,02,-9,-9,37,02,02,02,04,01,-1,01,-1,-1,-1,-1,-1,-1,-1,-1,01,01,2,2,07,2,TX,48,2,1,201610,01,10,02,04,02,01,04,01,07,03,72,01,02,12420,02,352.237469804487,T,20,1500,750,750,05,3000,750
30000341,01,61,05,02,01,02,01,01,-1,02,02,02,03,-1,02,-1,0,-1,0,-1,-1,0,-1,0,0,1,10,6,-1,10:00 AM,02,02,-1,-1,-1,6,01,02,03,02,-1,3,01,-1,14000,01,01,02,-1,-1,01,02,-1,-1,-1,-1,-1,-1,01,01,02,01,5,2.38999999999999,48,01,02,3.32999999999993,-9,61,02,03,03,04,-1,-1,-1,-1,01,02,01,02,02,02,02,05,01,3,2,06,3,TX,48,3,3,201604,01,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,277.809600392642,U,20,7000,3000,3000,20,7000,3000
30000341,02,28,05,02,03,01,01,01,-1,02,02,01,11,-1,04,-1,13,3,0,-1,-1,21,-1,0,0,-9,35,-1,0,08:15 AM,02,01,-1,-1,-1,10,02,-1,02,02,-1,8,01,-1,400,01,02,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,01,02,01,5,1.78999999999996,48,01,02,2.57999999999993,-9,28,01,01,03,03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,05,01,3,2,06,3,TX,48,3,3,201604,01,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,407.415399981904,U,20,7000,3000,3000,20,7000,3000
30000341,03,24,04,02,03,01,01,01,-1,02,02,01,03,-1,02,-1,8,0,0,-1,-1,2,-1,0,0,1,10,5,-1,07:50 AM,02,02,-1,-1,-1,3,02,-1,02,03,5,-1,01,-1,2600,01,03,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,01,02,01,4,1.83999999999997,48,01,02,2.52999999999997,-9,24,01,01,03,03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,05,01,3,2,06,3,TX,48,3,3,201604,01,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,585.819699344838,U,20,7000,3000,3000,20,7000,3000
30000582,01,55,04,02,01,02,01,01,-1,02,02,01,04,-1,04,-1,0,-1,0,-1,-1,0,-1,0,0,1,40,30,-1,10:00 AM,02,01,-1,-1,-1,0,02,-1,02,01,-1,-1,01,-1,17000,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,01,02,01,3,16.9799999999996,48,01,02,21.3199999999997,-9,55,02,04,01,04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,01,2,2,08,2,TX,48,2,1,201608,01,10,02,04,02,01,04,01,07,03,72,01,02,12420,02,77.5842994064649,S,40,7000,3000,3000,20,7000,3000
30000582,02,61,04,02,02,01,01,06,02,-1,-1,-1,-1,-1,-1,-1,6,0,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,02,-1,05,02,-1,5,01,-1,6000,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,01,02,01,3,-9,-9,01,02,-9,-9,61,01,04,01,04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,01,2,2,08,2,TX,48,2,1,201608,01,10,02,04,02,01,04,01,07,03,72,01,02,12420,02,85.6948736785749,S,40,7000,3000,3000,20,7000,3000
30000586,01,58,03,02,01,02,01,06,02,-1,-1,-1,-1,-1,-1,-1,14,7,1,1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,02,-1,01,03,6,-1,01,-1,-88,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,01,02,01,4,-9,-9,01,02,-9,-9,58,02,01,04,01,03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,06,01,1,1,05,1,TX,48,1,0,201609,01,09,02,04,02,01,04,01,07,03,72,01,02,12420,02,92.900897152333,C,40,7000,3000,3000,40,7000,3000
30002590,01,56,05,02,01,01,01,01,-1,01,02,01,01,-1,04,-1,7,4,0,-1,-1,0,-1,0,0,-9,30,-1,-1,08:45 AM,02,01,-1,-1,-1,2,02,-1,02,03,3,-1,01,-1,10000,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,01,02,01,8,4.06999999999994,48,01,02,7.91999999999985,-9,56,01,03,03,02,-1,04,-1,-1,-1,-1,-1,-1,-1,-1,-1,05,01,2,2,08,2,TX,48,2,1,201609,01,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,65.5436094440184,U,60,7000,3000,3000,70,7000,7000
30002590,02,50,03,02,02,02,01,04,02,-1,-1,-1,-1,-1,-1,-1,8,0,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,02,-1,01,02,-1,4,01,-1,5000,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,01,02,01,4,-9,-9,01,02,-9,-9,50,02,03,03,02,-1,04,-1,-1,-1,-1,-1,-1,-1,-1,-1,05,01,2,2,08,2,TX,48,2,1,201609,01,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,64.5119252244219,U,60,7000,3000,3000,70,7000,7000
30003003,01,33,03,02,01,01,01,01,-1,02,02,01,03,-1,04,-1,5,0,0,-1,-1,0,-1,0,1,1,30,25,-1,08:00 AM,02,02,-1,-1,-1,1,02,-1,02,02,-1,2,01,-1,13000,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,01,02,01,4,16.2599999999993,48,01,02,28.0099999999993,-9,33,01,04,01,04,-1,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,05,01,3,2,06,2,TX,48,2,1,201610,01,04,02,04,02,01,04,01,07,03,72,01,02,12420,02,388.793596889176,C,20,300,50,150,05,7000,1500
30003003,02,34,03,02,02,02,01,04,02,-1,-1,-1,-1,01,-1,-1,5,0,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,02,-1,03,01,-1,-1,01,-1,10000,02,01,02,03,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,01,02,01,0,-9,-9,01,02,-9,-9,34,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,05,01,3,2,06,2,TX,48,2,1,201610,01,04,02,04,02,01,04,01,07,03,72,01,02,12420,02,307.750767259016,C,20,300,50,150,05,7000,1500
30003531,01,48,01,01,01,02,04,97,02,-1,-1,-1,-1,03,-1,-1,2,0,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,02,-1,04,02,-1,-8,01,-1,-1,02,02,02,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,02,02,01,0,-9,-9,02,02,-9,-9,48,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,06,01,2,1,02,1,TX,48,2,0,201608,01,02,02,04,02,04,06,02,07,03,72,04,01,12420,02,265.827442661604,R,05,300,50,25,05,300,300
30003531,02,63,01,01,07,01,01,97,02,-1,-1,-1,-1,-1,-1,-1,4,0,0,-1,-1,0,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,02,-1,04,02,-1,0,01,-1,20000,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,02,02,01,5,-9,-9,01,02,-9,-9,63,01,04,04,04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,06,01,2,1,02,1,TX,48,2,0,201608,01,02,02,04,02,04,06,02,07,03,72,04,01,12420,02,293.616740673778,R,05,300,50,25,05,300,300
30004315,01,69,03,02,01,02,01,06,01,02,02,02,03,-1,04,-1,0,-1,0,-1,-1,0,-1,0,0,1,20,15,-1,05:00 PM,02,02,-1,-1,-1,3,02,-1,01,02,-1,3,01,-1,8000,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,01,02,01,5,6.30999999999995,48,01,02,12.8199999999997,-9,69,02,03,03,04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04,01,1,1,03,1,TX,48,1,1,201606,01,09,02,04,02,01,04,01,07,03,72,01,02,12420,02,306.822787303724,S,30,7000,3000,3000,40,7000,3000
30005759,01,35,05,02,01,02,06,01,-1,02,02,01,03,-1,04,-1,20,7,1,1,0,0,-1,0,0,1,90,18,-1,08:30 AM,02,01,-1,-1,-1,10,02,-1,01,03,7,-1,01,-1,-88,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,01,02,01,8,14.4199999999996,48,01,02,20.2399999999998,-9,35,02,02,01,03,-1,03,-1,-1,-1,-1,-1,-1,-1,-1,-1,07,01,2,5,11,2,TX,48,2,2,201609,01,02,02,04,02,01,04,01,07,03,72,06,02,12420,02,349.465801299315,S,40,3000,1500,1500,05,3000,750
30005759,02,40,04,02,02,01,01,01,-1,02,02,01,19,-1,04,-1,7,7,2,2,0,0,-9,0,0,-9,5,-1,-1,08:00 AM,01,01,6,-1,-1,4,02,-1,02,02,-1,3,01,-1,-88,02,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,01,02,01,10,200.469999999994,48,01,02,221.509999999995,-9,40,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,07,01,2,5,11,2,TX,48,2,2,201609,01,02,02,04,02,01,04,01,07,03,72,06,02,12420,02,441.493833100877,S,40,3000,1500,1500,05,3000,750
30006587,01,45,05,02,01,02,01,01,-1,02,02,02,03,-1,04,-1,20,14,0,-1,-1,4,-1,0,0,2,33,23,-1,09:30 AM,02,01,-1,-1,-1,8,02,-1,02,02,-1,5,01,-1,5000,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,01,02,01,11,8.70999999999958,48,01,02,13.5999999999999,-9,45,02,02,02,04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,06,01,4,3,11,4,TX,48,2,2,201609,01,06,02,04,02,01,04,01,07,03,72,01,02,12420,02,106.310199565749,S,0,3000,750,1500,0,1500,750
30006587,02,52,05,02,02,01,01,01,-1,02,01,01,-9,-1,04,-1,5,5,0,-1,-1,4,-1,0,6,-1,-1,-1,-1,08:00 AM,-1,01,-1,-1,-1,12,02,-1,02,02,-1,6,01,-1,30000,02,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,01,02,01,6,-9,-9,01,02,-9,-9,52,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,06,01,4,3,11,4,TX,48,2,2,201609,01,06,02,04,02,01,04,01,07,03,72,01,02,12420,02,117.423746714555,S,0,3000,750,1500,0,1500,750
30006587,03,17,01,02,03,02,01,05,02,-1,-1,-1,-1,-1,-1,01,2,0,0,-1,-1,4,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,03,03,0,02,-1,02,02,-1,3,01,-1,250,02,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,01,02,01,6,-9,-9,01,02,-9,13.4299999999998,17,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,06,01,4,3,11,4,TX,48,2,2,201609,01,06,02,04,02,01,04,01,07,03,72,01,02,12420,02,138.106158476331,S,0,3000,750,1500,0,1500,750
30006587,04,15,01,02,03,02,01,-1,-1,-1,-1,-1,-1,-1,-1,01,2,2,0,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,03,-1,02,-1,02,02,-1,5,01,-1,30,02,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,02,01,3,-9,-9,01,02,-9,6.39999999999986,15,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,06,01,4,3,11,4,TX,48,2,2,201609,01,06,02,04,02,01,04,01,07,03,72,01,02,12420,02,138.106158476331,S,0,3000,750,1500,0,1500,750
30006678,01,64,05,02,01,02,01,06,02,-1,-1,-1,-1,-1,-1,-1,5,5,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,02,-1,01,02,-1,5,01,-1,12000,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,01,02,01,3,-9,-9,01,02,-9,-9,64,02,03,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,01,1,1,05,1,TX,48,1,0,201607,01,09,02,04,02,01,04,01,07,03,72,01,02,12420,02,100.717214875899,S,20,3000,1500,3000,20,3000,1500
30007913,01,28,03,02,01,02,01,01,-1,02,02,02,03,-1,04,-1,7,7,0,-1,-1,0,-1,0,0,1,30,15,-1,11:00 AM,01,02,10,-1,-1,3,01,02,03,02,-1,3,01,-1,-77,01,01,02,-1,-1,01,02,-1,-1,-1,-1,07,-1,01,01,02,01,3,2.41999999999996,48,01,02,4.15999999999985,-9,28,02,03,03,02,-1,-1,-1,-1,02,02,02,02,02,02,02,04,02,2,2,03,2,TX,48,2,2,201609,01,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,237.76124835035,U,50,7000,3000,3000,70,7000,7000
30007913,02,26,02,02,07,02,01,01,-1,02,02,01,03,-1,04,-1,0,-1,0,-1,-1,0,-1,0,0,1,30,20,-1,04:00 PM,02,02,-1,-1,-1,2,02,-1,03,01,-1,-1,02,1996,-77,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,01,02,01,2,7.66999999999985,48,01,02,9.59999999999991,-9,26,02,02,03,04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04,02,2,2,03,2,TX,48,2,2,201609,01,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,237.76124835035,U,50,7000,3000,3000,70,7000,7000
30007923,01,74,05,02,01,01,01,06,02,-1,-1,-1,-1,-1,-1,-1,7,7,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,02,-1,01,03,7,-1,01,-1,2500,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,01,02,01,4,-9,-9,01,02,-9,-9,74,01,02,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,05,01,2,2,07,2,TX,48,2,0,201609,01,10,02,04,02,01,04,01,07,03,72,01,02,12420,02,75.6866295790237,T,0,1500,750,350,05,1500,750
30007923,02,72,05,02,02,02,01,06,02,-1,-1,-1,-1,-1,-1,-1,7,7,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,02,-1,01,03,7,-1,01,-1,-88,02,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,01,02,01,4,-9,-9,01,02,-9,-9,72,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,05,01,2,2,07,2,TX,48,2,0,201609,01,10,02,04,02,01,04,01,07,03,72,01,02,12420,02,78.2843579268762,T,0,1500,750,350,05,1500,750
30007925,01,70,03,02,01,02,01,04,02,-1,-1,-1,-1,-1,-1,-1,7,0,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,02,-1,01,03,5,-1,01,-1,-88,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,01,02,01,4,-9,-9,01,02,-9,-9,70,02,02,01,04,06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,03,01,2,2,03,1,TX,48,2,0,201607,01,10,02,04,02,01,04,01,07,03,72,01,02,12420,02,122.626489581554,U,70,7000,3000,5000,40,7000,1500
30007925,02,74,03,02,02,01,01,06,02,-1,-1,-1,-1,03,-1,-1,5,0,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,01,02,05,02,-1,7,01,-1,-1,02,01,02,01,0,-1,-1,-1,-1,-1,-1,-1,-1,02,01,02,02,0,-9,-9,02,01,-9,-9,74,01,-1,-1,-1,-1,-1,-1,-1,02,02,02,01,02,02,02,03,01,2,2,03,1,TX,48,2,0,201607,01,10,02,04,02,01,04,01,07,03,72,01,02,12420,02,118.557345800861,U,70,7000,3000,5000,40,7000,1500
30008260,01,39,05,02,01,02,01,01,-1,02,01,01,-9,-1,04,-1,0,-1,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,08:30 AM,-1,01,-1,-1,-1,3,02,-1,02,02,-1,3,01,-1,17000,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,01,02,01,4,-9,-9,01,02,-9,-9,39,02,02,03,04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,05,01,5,2,11,2,TX,48,2,2,201607,01,04,02,04,02,01,04,01,07,03,72,01,02,12420,02,297.941240770905,T,05,3000,1500,1500,05,3000,1500
30008260,02,38,04,02,02,01,01,01,-1,01,02,01,04,-1,04,-1,0,-1,0,-1,-1,0,-1,0,0,1,35,35,-1,07:05 AM,01,01,12,-1,-1,0,02,-1,02,02,-1,3,01,-1,20000,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,01,02,01,2,15.5299999999997,48,01,02,22.75,-9,38,01,02,03,04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,05,01,5,2,11,2,TX,48,2,2,201607,01,04,02,04,02,01,04,01,07,03,72,01,02,12420,02,376.400837900919,T,05,3000,1500,1500,05,3000,1500
30008260,03,10,-1,02,03,02,01,-1,-1,-1,-1,-1,-1,02,-1,01,0,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04,04,-1,02,-1,01,03,5,-1,01,-1,-1,02,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,02,01,0,-9,-9,-1,02,-9,2.78999999999996,10,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,05,01,5,2,11,2,TX,48,2,2,201607,01,04,02,04,02,01,04,01,07,03,72,01,02,12420,02,333.425262800528,T,05,3000,1500,1500,05,3000,1500
30008260,04,7,-1,02,03,01,01,-1,-1,-1,-1,-1,-1,02,-1,01,0,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04,04,-1,02,-1,01,03,5,-1,01,-1,-1,02,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,02,01,0,-9,-9,-1,02,-9,2.78999999999996,7,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,05,01,5,2,11,2,TX,48,2,2,201607,01,04,02,04,02,01,04,01,07,03,72,01,02,12420,02,325.63156159074,T,05,3000,1500,1500,05,3000,1500
30008784,01,73,01,01,01,01,06,06,02,-1,-1,-1,-1,-1,-1,-1,56,0,5,5,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,02,-1,03,02,-1,7,01,-1,10000,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,02,02,01,6,-9,-9,01,02,-9,-9,73,01,04,01,04,01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,01,1,1,03,1,TX,48,1,0,201607,01,09,02,04,02,02,06,01,07,03,72,06,01,12420,02,707.445474054377,R,30,300,300,150,30,750,300
30008870,01,48,03,02,01,01,01,01,-1,02,02,01,06,-1,04,-1,0,-1,0,-1,-1,0,-1,0,0,1,35,30,-1,09:00 AM,02,01,-1,-1,-1,5,02,-1,02,02,-1,2,01,-1,20000,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,02,02,01,4,18.0999999999995,48,01,02,27.79,-9,48,01,04,01,04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04,01,3,4,08,3,TX,48,3,2,201609,01,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,240.731756316903,T,05,1500,300,750,0,1500,750
30008870,02,48,02,02,02,02,06,04,02,-1,-1,-1,-1,02,-1,-1,2,0,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,02,-1,02,02,-1,2,01,-1,6000,01,02,02,03,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,02,02,01,0,-9,-9,01,02,-9,-9,48,02,04,01,04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04,01,3,4,08,3,TX,48,3,2,201609,01,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,217.947747128826,T,05,1500,300,750,0,1500,750
30008870,03,23,02,02,03,01,01,01,-1,02,02,01,06,-1,04,-1,0,-1,0,-1,-1,0,-1,0,0,1,45,40,-1,06:00 AM,02,02,-1,-1,-1,1,02,-1,02,03,5,-1,01,-1,20000,01,03,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,02,02,01,6,34.6099999999988,48,01,02,40,-9,23,01,04,01,04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,04,01,3,4,08,3,TX,48,3,2,201609,01,02,02,04,02,01,04,01,07,03,72,01,02,12420,02,459.588450202728,T,05,1500,300,750,0,1500,750
30009626,01,63,03,02,01,01,01,01,-1,01,02,01,03,-1,03,-1,0,-1,0,-1,-1,0,-1,0,0,1,18,15,-1,01:30 PM,02,02,-1,-1,-1,8,02,-1,01,02,-1,4,01,-1,16000,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,01,02,01,5,7.95999999999981,48,01,02,10.6999999999998,-9,63,01,04,04,04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,02,1,2,06,1,TX,48,1,1,201607,01,01,02,04,02,01,04,01,07,03,72,01,02,12420,02,225.981064796517,C,50,7000,3000,3000,60,7000,3000
30010229,01,40,03,02,01,02,01,04,01,02,01,02,-9,-1,02,-1,65,0,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,-7,-1,01,-1,-1,-1,2,02,-1,02,03,4,-1,01,-1,-88,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,01,02,01,9,-9,-9,01,02,-9,-9,40,02,03,02,03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,01,4,2,05,2,TX,48,2,2,201608,01,04,02,04,02,01,04,01,07,03,72,01,02,12420,02,287.718835347318,T,20,300,300,150,05,3000,750
30010229,02,40,03,02,02,01,01,01,-1,02,01,01,-9,-1,04,-1,40,0,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,09:00 AM,-1,01,-1,-1,-1,2,02,-1,02,02,-1,3,01,-1,-77,01,02,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,01,02,01,6,-9,-9,01,02,-9,-9,40,01,04,04,04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,01,4,2,05,2,TX,48,2,2,201608,01,04,02,04,02,01,04,01,07,03,72,01,02,12420,02,363.486472783671,T,20,300,300,150,05,3000,750
30010229,03,7,-1,02,03,02,01,-1,-1,-1,-1,-1,-1,-1,-1,01,4,0,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,03,03,-1,02,-1,01,02,-1,5,01,-1,-1,02,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,02,01,4,-9,-9,-1,02,-9,1.71999999999997,7,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,01,4,2,05,2,TX,48,2,2,201608,01,04,02,04,02,01,04,01,07,03,72,01,02,12420,02,321.985395644191,T,20,300,300,150,05,3000,750
30010584,01,88,05,02,01,02,06,06,02,-1,-1,-1,-1,04,-1,-1,0,-1,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,02,-1,03,02,-1,3,01,-1,3500,01,01,02,09,-1,-1,-1,-1,-1,-1,-1,-1,-1,02,02,01,01,0,-9,-9,01,02,-9,-9,88,02,02,01,04,-1,-1,-1,-1,02,02,01,02,02,02,02,04,02,1,1,07,1,TX,48,1,0,201605,01,09,02,04,02,01,04,01,07,03,72,06,02,12420,02,448.600224061011,T,40,750,300,350,30,300,300
30011138,01,38,03,02,01,01,01,01,-1,02,02,01,03,-1,04,-1,2,2,0,-1,-1,0,-1,0,0,1,30,15,-1,10:00 AM,02,02,-1,-1,-1,2,02,-1,02,02,-1,5,01,-1,20000,01,01,02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,01,01,02,01,2,12.0299999999997,48,01,02,15.2799999999997,-9,38,01,02,01,04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,06,02,1,1,07,1,TX,48,1,1,201607,01,01,02,04,02,01,04,01,07,03,72,01,02,12420,02,430.299928519382,S,30,3000,750,1500,05,3000,750
