HOUSEID,TRAVDAY,SAMPSTRAT,HOMEOWN,HHSIZE,HHVEHCNT,HHFAMINC,PC,SPHONE,TAB,WALK,BIKE,CAR,TAXI,BUS,TRAIN,PARA,PRICE,PLACE,WALK2SAVE,BIKE2SAVE,PTRANS,HHRELATD,DRVRCNT,CNTTDHH,HHSTATE,HHSTFIPS,NUMADLT,YOUNGCHILD,WRKCOUNT,TDAYDATE,HHRESP,LIF_CYC,MSACAT,MSASIZE,RAIL,URBAN,URBANSIZE,URBRUR,SCRESP,CENSUS_D,CENSUS_R,CDIVMSAR,HH_RACE,HH_HISP,HH_CBSA,RESP_CNT,WEBUSE17,SMPLSRCE,WTHHFIN,HBHUR,HTHTNRNT,HTPPOPDN,HTRESDN,HTEEMPDN,HBHTNRNT,HBPPOPDN,HBRESDN
30217302,05,02,01,2,2,08,01,01,05,05,04,01,05,05,04,05,05,05,05,05,05,01,2,11,TX,48,2,0,2,201607,01,02,02,04,02,01,04,01,01,07,03,72,01,02,12420,2,01,02,110.899390098635,S,50,7000,3000,5000,60,3000,3000
30217946,03,02,01,1,1,08,01,01,04,04,05,01,03,05,04,05,04,02,05,05,05,02,1,12,TX,48,1,0,1,201610,01,01,02,04,02,01,04,01,01,07,03,72,01,02,12420,1,01,02,216.710086610192,S,70,7000,3000,3000,30,3000,1500
30218457,02,02,01,1,1,04,01,05,05,01,05,01,05,05,05,05,04,04,04,04,04,02,1,6,TX,48,1,0,0,201609,01,09,02,04,02,01,04,01,01,07,03,72,01,02,12420,1,01,02,66.5931027030331,S,05,3000,750,1500,0,3000,750
30218482,02,02,01,1,1,07,03,01,01,05,05,03,05,05,05,05,04,02,05,05,05,02,0,0,TX,48,1,0,0,201606,01,01,02,04,02,01,04,01,01,07,03,72,01,02,12420,1,01,02,229.198675268004,T,05,3000,1500,1500,05,1500,750
30218773,04,02,01,2,2,09,01,01,05,01,02,01,04,05,05,05,04,03,02,01,04,01,2,8,TX,48,2,0,2,201610,01,02,02,04,02,01,04,01,01,07,03,72,06,02,12420,2,01,02,219.253207635252,C,80,3000,1500,1500,70,7000,3000
30219631,05,02,01,2,2,05,01,01,01,05,05,01,05,05,05,05,03,02,05,05,05,01,2,4,TX,48,2,0,2,201605,01,02,02,04,02,01,04,01,01,07,03,72,01,02,12420,2,01,02,565.449718621449,S,05,3000,750,1500,05,7000,3000
30219694,05,02,01,3,2,10,01,01,04,02,05,01,05,05,05,05,05,04,04,04,03,01,2,12,TX,48,2,0,2,201606,01,06,02,04,02,01,01,01,01,07,03,72,01,01,12420,3,01,02,1292.52535223136,R,30,300,300,150,20,300,50
30219736,06,02,01,2,2,06,02,01,02,03,05,01,05,05,05,-9,04,03,04,04,04,01,2,12,TX,48,2,0,0,201608,01,10,02,04,02,02,06,01,01,07,03,72,01,02,12420,2,01,02,84.0277515890411,T,40,3000,1500,1500,40,3000,1500
30220595,07,02,01,2,3,10,01,01,01,02,05,02,04,05,05,05,05,05,05,05,05,01,2,4,TX,48,2,0,1,201607,01,02,02,04,02,01,04,01,01,07,03,72,01,02,12420,2,01,02,494.635251078599,S,05,3000,750,1500,0,3000,750
30220782,05,02,02,1,1,07,01,01,02,05,01,01,03,05,05,05,05,05,05,05,05,02,1,2,TX,48,1,0,1,201611,01,01,02,04,02,01,04,01,01,07,03,72,03,02,12420,1,01,02,270.946466848288,U,80,7000,7000,5000,80,7000,7000
30220791,06,02,01,2,1,04,01,05,01,01,05,01,05,05,05,05,03,01,03,05,05,01,1,6,TX,48,2,0,0,201606,01,10,02,04,02,01,04,01,01,07,03,72,01,02,12420,2,01,02,452.112409101112,U,20,7000,1500,1500,20,7000,3000
30221120,04,02,01,3,2,10,01,01,04,05,05,01,04,05,05,05,05,02,05,05,05,01,2,11,TX,48,1,0,1,201606,01,05,02,04,02,04,06,02,01,07,03,72,01,02,12420,3,01,02,318.659180123891,R,05,300,50,75,05,300,50
30221133,05,02,01,2,2,08,01,02,02,05,05,01,04,04,05,05,05,03,05,05,05,01,2,9,TX,48,2,0,1,201606,01,10,02,04,02,01,04,01,01,07,03,72,01,02,12420,2,01,02,274.110577849744,U,60,7000,7000,5000,60,7000,7000
30223298,03,02,02,1,1,05,03,01,05,05,05,01,05,05,05,-9,02,04,04,04,04,02,1,4,TX,48,1,0,1,201610,01,01,02,04,02,01,04,01,01,07,03,72,01,02,12420,1,01,02,1074.06961763548,U,80,7000,3000,3000,80,17000,17000
30223587,03,02,02,1,1,05,01,01,05,05,05,01,04,05,05,05,04,04,03,03,03,02,1,2,TX,48,1,0,1,201608,01,01,02,04,02,01,04,01,01,07,03,72,01,02,12420,1,01,02,256.699212980418,U,40,7000,3000,3000,50,7000,1500
30223793,03,02,01,2,1,05,01,05,01,03,05,01,05,05,05,05,04,03,04,05,05,01,1,0,TX,48,2,0,0,201610,01,10,02,04,02,01,04,01,01,07,03,72,01,02,12420,2,01,02,223.064370190098,T,0,1500,750,150,0,1500,750
30223875,06,02,01,2,2,09,01,01,01,03,-9,01,04,05,05,05,03,03,03,04,03,01,2,11,TX,48,2,0,1,201607,01,10,02,04,02,01,04,01,01,07,03,72,01,02,12420,2,01,02,102.133121544647,T,20,1500,750,750,05,1500,750
30224405,04,02,01,3,2,02,01,01,01,02,05,02,05,05,05,05,01,03,03,04,04,01,2,3,TX,48,3,0,0,201608,01,10,02,04,02,04,06,02,01,07,03,72,01,02,12420,3,01,01,105.001596907826,R,20,300,50,150,05,300,50
30225487,02,02,01,1,2,06,03,03,04,05,05,02,05,05,05,05,04,03,-9,05,05,02,1,5,TX,48,1,0,0,201610,01,09,02,04,02,04,06,02,01,07,03,72,01,02,12420,1,03,02,125.334156933146,R,20,50,50,25,05,50,50
30225781,02,02,01,2,4,11,01,01,04,01,02,02,04,05,05,05,01,05,02,02,03,01,2,17,TX,48,2,0,1,201608,01,02,02,04,02,01,04,01,01,07,03,72,01,02,12420,2,01,02,127.407466527484,U,60,7000,7000,5000,60,7000,7000
30227182,04,02,01,2,2,09,01,01,01,02,03,01,04,05,05,05,04,04,04,04,05,01,2,11,TX,48,2,0,2,201607,01,10,02,04,02,01,04,01,01,07,03,72,01,02,12420,2,01,01,197.241467636122,C,20,7000,3000,3000,30,7000,3000
30227526,07,02,01,2,3,08,01,01,01,04,05,01,04,04,05,05,05,05,05,05,05,01,2,6,TX,48,2,0,2,201607,01,02,02,04,02,01,04,01,01,07,03,72,01,02,12420,2,01,02,430.445786631324,T,20,750,300,350,05,750,300
30227908,02,02,01,2,1,05,05,01,01,05,05,01,05,05,05,05,02,02,04,04,04,01,2,7,TX,48,2,0,1,201608,02,02,02,04,02,04,06,02,01,07,03,72,01,02,12420,2,01,02,231.748085339229,R,05,300,50,75,20,300,50
30228322,02,02,01,2,2,03,01,01,05,05,05,01,05,05,05,05,03,02,04,05,05,01,2,8,TX,48,2,0,1,201605,01,10,02,04,02,04,06,02,01,07,03,72,06,02,12420,2,01,02,641.92909409871,T,70,1500,300,750,60,750,300
30228598,02,02,01,1,1,07,01,-9,-9,-9,-9,01,-9,-9,-9,-9,04,-9,-9,-9,-9,02,1,5,TX,48,1,0,0,201607,01,09,02,04,02,01,04,01,01,07,03,72,01,02,12420,1,01,02,70.737681999101,S,20,1500,750,750,30,1500,750
30228681,06,02,01,1,1,08,01,01,05,02,05,01,03,04,05,04,05,04,03,05,05,02,1,6,TX,48,1,0,1,201609,01,01,02,04,02,01,04,01,01,07,03,72,01,02,12420,1,01,02,430.83916802867,U,90,17000,7000,5000,80,17000,7000
30229347,01,02,01,2,1,07,01,05,05,05,05,01,05,05,05,05,05,03,05,05,05,01,1,10,TX,48,2,0,0,201608,01,10,02,04,02,01,04,01,01,07,03,72,01,02,12420,2,01,02,602.583954769256,T,0,1500,750,150,0,3000,1500
30229642,02,02,01,1,1,07,01,05,05,05,05,01,05,05,05,05,04,03,03,03,03,02,1,5,TX,48,1,0,0,201608,01,09,02,04,02,01,04,01,01,07,03,72,01,02,12420,1,01,02,107.511243373094,S,05,7000,1500,3000,20,7000,3000
30229644,03,02,01,4,2,11,01,01,03,04,05,01,04,05,05,05,04,03,05,05,05,01,2,17,TX,48,2,0,1,201610,01,06,02,04,02,01,04,01,01,07,03,72,01,02,12420,4,01,02,377.608362138811,T,40,750,300,350,30,300,300
30230260,05,02,02,2,1,05,02,01,01,03,05,01,04,05,05,05,01,03,04,03,05,01,1,5,TX,48,1,1,1,201609,01,03,02,04,02,01,04,01,01,07,03,72,01,02,12420,2,01,02,421.49681332732,C,40,7000,3000,3000,50,7000,3000
30231317,05,02,01,3,2,03,01,01,01,05,04,02,05,05,05,05,01,01,05,04,05,01,3,8,TX,48,3,0,1,201606,01,10,02,04,02,04,06,02,01,07,03,72,01,02,12420,3,01,02,1098.27818826588,R,05,50,50,25,20,50,50
30231758,04,02,02,2,2,08,01,01,03,04,05,01,05,04,04,05,04,03,04,05,05,01,2,8,TX,48,2,0,1,201610,01,02,02,04,02,01,04,01,01,07,03,72,01,02,12420,2,01,02,358.670796906223,S,40,3000,1500,1500,50,7000,3000
30232326,01,02,01,3,3,07,01,01,03,05,05,01,05,05,05,05,02,02,05,05,05,01,3,2,TX,48,3,0,2,201607,01,02,02,04,02,01,04,01,01,07,03,72,01,02,12420,3,01,02,747.770562203262,U,70,7000,3000,5000,60,7000,3000
30233074,06,02,01,2,2,09,01,01,01,04,04,01,04,05,05,05,04,03,05,05,05,01,2,8,TX,48,2,0,1,201608,01,02,02,04,02,04,06,02,01,07,03,72,01,02,12420,2,01,02,83.3027172182886,R,05,300,300,150,0,300,50
30233166,01,02,01,2,2,09,01,01,04,03,05,01,05,05,05,05,05,04,05,05,05,01,2,8,TX,48,2,0,2,201607,01,02,02,04,02,01,04,01,01,07,03,72,01,02,12420,2,01,02,322.382097578539,C,30,7000,1500,3000,05,7000,3000
30233673,03,02,02,1,1,05,01,01,04,05,05,01,05,04,05,05,02,02,05,05,05,02,1,2,TX,48,1,0,1,201608,01,01,02,04,02,01,04,01,01,07,03,72,01,02,12420,1,01,01,203.866287556036,C,60,7000,3000,3000,80,7000,7000
30234061,06,02,01,4,2,08,01,01,03,05,05,01,04,05,04,05,02,03,05,05,03,01,2,14,TX,48,2,1,2,201607,01,04,02,04,02,01,04,01,01,07,03,72,01,02,12420,4,01,02,414.868179120699,S,05,3000,1500,1500,05,7000,1500
30234103,03,02,01,5,2,06,04,05,05,05,05,02,05,05,05,05,03,02,04,04,04,01,2,14,TX,48,3,0,0,201608,03,06,02,04,02,02,06,01,01,07,03,72,01,01,12420,5,04,02,450.244496882665,T,30,1500,300,750,20,750,300
30234503,07,02,01,2,4,11,01,01,02,05,05,01,05,05,05,05,04,04,04,04,05,01,2,8,TX,48,2,0,2,201607,01,02,02,04,02,04,06,02,01,07,03,72,01,02,12420,2,01,02,501.227102350902,T,0,1500,750,350,0,750,300
30234627,04,02,01,2,2,10,01,01,05,03,05,02,05,05,04,05,04,03,04,05,04,01,2,16,TX,48,2,0,0,201607,01,10,02,04,02,01,04,01,01,07,03,72,01,02,12420,2,01,02,127.193081107526,T,20,1500,750,750,05,3000,750
30235614,05,02,01,2,4,05,02,01,-9,02,-9,02,-9,-9,-9,-9,01,02,05,05,05,01,2,6,TX,48,2,0,2,201607,01,02,02,04,02,04,06,02,01,07,03,72,01,02,12420,2,01,02,243.340752165507,R,05,50,50,25,05,50,50
30235644,02,02,01,2,2,05,01,01,03,03,04,01,05,05,05,05,04,03,05,05,05,01,2,2,TX,48,2,0,2,201605,01,02,02,04,02,01,04,01,01,07,03,72,01,02,12420,2,01,02,686.666222575748,C,60,3000,1500,1500,60,7000,3000
30235911,01,02,01,2,2,05,01,01,01,01,05,01,05,05,05,05,04,03,04,05,04,01,2,4,TX,48,2,0,0,201607,01,10,02,04,02,01,04,01,01,07,03,72,01,02,12420,2,01,02,324.137473039433,T,05,1500,300,750,05,750,300
30236626,04,02,01,2,1,06,01,01,03,02,05,01,04,04,04,05,02,03,02,04,02,01,1,14,TX,48,2,0,0,201610,02,10,02,04,02,01,04,01,01,07,03,72,03,02,12420,2,01,02,217.734177125086,C,20,7000,3000,3000,05,7000,3000
30237032,05,02,01,4,2,06,02,01,05,-9,-9,01,-9,-9,-9,-9,02,02,-9,-9,-9,01,2,14,TX,48,3,0,2,201608,01,06,02,04,02,01,04,01,01,07,03,72,01,02,12420,4,01,02,438.24527943097,C,20,3000,750,1500,50,750,300
30237201,04,02,01,4,2,09,02,01,02,05,05,01,05,05,05,05,03,03,03,05,05,01,2,14,TX,48,2,2,2,201608,01,04,02,04,02,01,04,01,01,07,03,72,01,01,12420,4,01,02,384.564898013143,T,05,1500,300,750,05,750,300
30237271,07,02,01,1,3,11,01,01,03,-9,-9,01,-9,-9,-9,-9,04,04,04,04,04,02,1,6,TX,48,1,0,0,201608,01,09,02,04,02,01,04,01,01,07,03,72,01,02,12420,1,01,02,96.9990647921227,T,05,750,300,350,05,750,300
30237468,02,02,01,5,2,11,01,01,01,05,05,01,05,05,05,05,05,05,05,05,05,01,3,11,TX,48,3,2,2,201607,01,04,02,04,02,01,04,01,01,07,03,72,01,01,12420,5,01,02,786.491192470696,C,05,7000,1500,3000,05,7000,3000
30239157,06,02,01,3,3,06,01,01,01,01,04,01,05,05,05,05,01,02,04,04,05,01,3,8,TX,48,3,0,1,201609,01,10,02,04,02,04,06,02,01,07,03,72,01,01,12420,3,01,01,715.110260903695,T,0,300,300,75,05,300,300
30239268,03,02,01,2,4,08,01,01,02,03,05,01,05,05,05,05,04,03,04,04,04,01,2,13,TX,48,2,0,2,201606,01,02,02,04,02,01,04,01,01,07,03,72,01,02,12420,2,01,02,481.303589545014,T,40,750,300,350,05,750,300
30239909,03,02,02,1,1,06,01,01,02,01,05,01,05,04,05,05,04,04,05,05,05,02,1,5,TX,48,1,0,1,201610,01,01,02,04,02,01,04,01,01,07,03,72,01,02,12420,1,01,02,281.546455969764,U,70,7000,7000,5000,60,7000,7000
30239935,03,02,01,2,2,06,02,01,05,05,05,01,05,05,05,05,01,01,03,05,05,01,2,15,TX,48,2,0,1,201605,01,02,02,04,02,04,06,02,01,07,03,72,01,02,12420,2,01,02,417.411972112264,T,20,750,300,350,30,300,300
30240770,06,02,01,1,1,04,02,04,05,05,05,02,05,05,05,05,03,04,05,05,05,02,1,5,TX,48,1,0,0,201609,01,09,02,04,02,01,04,01,01,07,03,72,06,02,12420,1,02,02,66.5928787182237,S,70,750,300,350,70,750,300
30241682,05,02,01,4,2,03,01,01,02,04,05,01,05,05,05,05,02,02,03,03,03,01,2,11,TX,48,3,0,2,201605,01,06,02,04,02,01,04,01,01,07,03,72,01,01,12420,4,01,02,1957.7138221614,S,30,1500,750,750,05,3000,750
30241726,03,02,01,1,1,07,01,01,01,04,05,02,04,05,04,05,04,03,03,04,04,02,1,4,TX,48,1,0,0,201608,01,09,02,04,02,01,04,01,01,07,03,72,01,02,12420,1,01,02,66.586580532834,T,05,750,300,350,05,750,300
30241808,05,03,02,1,1,04,01,01,04,01,05,02,05,03,05,05,02,02,02,02,02,02,1,8,TX,48,1,0,1,201607,01,01,02,04,02,01,04,01,01,02,01,22,06,01,12420,1,01,02,91.9204766925522,U,70,7000,3000,5000,80,3000,3000
30242005,01,02,01,1,2,05,01,01,05,-9,-9,01,-9,-9,-9,-9,03,03,05,05,05,02,1,4,TX,48,1,0,0,201610,01,09,02,04,02,01,04,01,01,07,03,72,01,02,12420,1,01,02,253.672129165091,T,0,1500,750,150,05,750,300
30243031,07,02,01,2,0,06,01,01,01,01,03,05,05,01,05,05,05,01,02,02,02,01,0,2,TX,48,2,0,2,201609,01,02,02,04,02,01,04,01,01,07,03,72,01,02,12420,2,01,02,734.661688402159,U,60,7000,3000,5000,80,7000,7000
30243035,01,02,02,2,2,02,03,01,01,02,01,01,05,04,04,05,04,04,04,04,04,02,2,9,TX,48,2,0,2,201607,01,02,02,04,02,01,04,01,01,07,03,72,01,02,12420,2,01,01,935.553832422469,U,50,7000,3000,3000,50,3000,1500
30243115,04,02,01,4,3,06,01,01,02,02,05,01,04,05,05,05,03,03,04,04,02,01,2,6,TX,48,2,2,2,201610,01,04,02,04,02,01,04,01,01,07,03,72,01,02,12420,4,01,02,195.199194292038,U,40,7000,3000,3000,30,7000,3000
30243420,03,02,02,1,1,06,01,01,05,03,05,01,04,05,05,05,04,03,04,04,02,02,1,2,TX,48,1,0,1,201607,01,01,02,04,02,01,04,01,01,07,03,72,03,02,12420,1,01,02,413.437568783529,S,80,3000,3000,3000,90,3000,3000
30244098,06,02,01,3,3,08,01,01,03,-9,-9,01,04,04,05,05,04,03,04,04,04,01,3,2,TX,48,3,0,3,201611,01,02,02,04,02,01,04,01,01,07,03,72,03,02,12420,3,01,02,230.027304073479,C,20,7000,3000,3000,05,7000,3000
30244675,02,02,01,2,3,06,01,01,05,04,05,01,05,05,05,05,04,03,05,05,05,01,2,6,TX,48,2,0,1,201610,01,10,02,04,02,04,06,02,01,07,03,72,01,02,12420,2,01,01,210.598319441755,R,05,300,50,75,05,300,50
30244965,05,02,02,2,2,11,01,01,01,02,05,01,03,03,05,05,02,04,04,04,02,01,2,8,TX,48,2,0,2,201607,01,02,02,04,02,01,04,01,01,07,03,72,01,02,12420,2,01,02,324.04424432888,S,40,7000,3000,3000,20,7000,3000
30245155,06,02,02,2,2,09,01,01,02,03,05,01,04,03,05,05,05,04,04,04,01,01,2,15,TX,48,2,0,2,201610,01,02,02,04,02,01,04,01,01,07,03,72,01,02,12420,2,01,02,365.855665118898,U,60,7000,3000,3000,70,7000,7000
30245782,05,02,02,3,1,08,01,01,01,05,05,01,05,05,05,05,02,03,04,05,05,01,2,7,TX,48,2,0,2,201611,01,06,02,04,02,01,04,01,01,07,03,72,02,02,12420,3,01,02,1042.18355176262,C,20,7000,1500,3000,30,7000,3000
30246195,04,02,01,2,4,06,01,01,05,01,05,01,05,05,05,05,01,02,03,05,05,01,2,2,TX,48,2,0,1,201608,01,02,02,04,02,02,06,01,01,07,03,72,01,02,12420,2,01,02,102.678566522696,R,05,300,50,75,05,300,50
30246253,06,02,01,2,3,06,01,01,02,05,05,01,05,05,05,05,02,05,05,05,05,01,2,8,TX,48,2,0,2,201605,01,02,02,04,02,04,06,02,01,07,03,72,01,02,12420,2,01,02,497.363597142568,R,20,50,50,25,20,50,50
30246711,01,02,01,2,3,-7,01,01,01,02,05,01,04,05,04,05,04,02,05,05,05,01,2,5,TX,48,2,0,2,201609,01,02,02,04,02,01,04,01,01,07,03,72,01,02,12420,2,01,02,416.622041343768,T,05,1500,300,350,0,750,300
30248004,04,02,01,5,2,11,01,01,01,05,05,01,05,05,05,05,02,02,03,03,03,01,2,15,TX,48,2,1,2,201609,01,04,02,04,02,01,04,01,01,07,03,72,03,02,12420,5,01,01,274.667743916532,T,20,750,300,350,30,1500,750
30249232,01,02,01,2,2,08,01,01,02,-9,02,02,-9,-9,-9,-9,02,03,04,02,03,01,2,6,TX,48,2,0,1,201611,01,02,02,04,02,01,04,01,01,07,03,72,01,02,12420,2,01,02,461.459476009066,S,20,7000,1500,3000,30,3000,1500
30249278,03,02,01,2,1,05,01,01,01,01,-9,01,-9,-9,-9,-9,03,04,03,03,03,01,2,4,TX,48,2,0,0,201607,01,10,02,04,02,01,04,01,01,07,03,72,01,02,12420,2,01,02,200.670011755614,T,05,1500,750,750,05,3000,750
30249428,05,02,01,2,2,07,01,01,01,-9,-9,01,-9,-9,-9,-9,05,04,05,05,05,01,2,6,TX,48,2,0,2,201610,01,02,02,04,02,01,04,01,01,07,03,72,01,02,12420,2,01,02,264.844896699633,S,05,1500,750,1500,05,3000,750
30250068,03,02,01,2,2,11,01,01,01,02,03,01,04,05,05,05,04,04,03,03,03,01,2,9,TX,48,2,0,0,201610,01,10,02,04,02,01,04,01,01,07,03,72,01,02,12420,2,01,02,151.11244276976,T,05,3000,1500,1500,05,1500,750
30250103,03,02,01,1,1,07,05,05,01,05,05,01,05,05,05,05,04,04,04,03,03,02,1,2,TX,48,1,0,0,201606,01,09,02,04,02,01,04,01,01,07,03,72,01,02,12420,1,01,02,232.371578286289,C,60,7000,3000,3000,0,7000,1500
30250268,05,02,01,2,2,07,01,01,05,04,05,01,05,05,05,05,01,02,04,04,04,01,2,13,TX,48,2,0,2,201606,01,02,02,04,02,01,04,01,01,07,03,72,01,02,12420,2,01,02,622.551672420579,C,05,7000,3000,5000,20,7000,3000
30251049,01,02,01,4,3,11,01,01,01,04,04,01,03,05,05,05,05,05,05,05,05,01,2,8,TX,48,2,0,2,201607,01,04,02,04,02,01,04,01,01,07,03,72,01,02,12420,4,01,01,833.885731664591,S,05,1500,750,750,05,1500,750
30251062,06,02,01,2,3,06,01,01,02,05,05,01,04,05,05,05,05,04,05,05,05,01,2,6,TX,48,2,0,2,201609,01,02,02,04,02,01,04,01,01,07,03,72,01,02,12420,2,01,02,146.165211896676,T,05,300,300,150,0,750,300
30252170,06,02,01,2,2,10,01,01,01,05,05,01,05,05,05,05,04,04,05,05,05,01,2,5,TX,48,2,0,1,201606,01,02,02,04,02,01,04,01,01,07,03,72,01,02,12420,2,01,02,285.056354449078,S,05,7000,1500,3000,05,7000,1500
30252258,03,02,01,2,2,03,01,01,03,01,05,01,04,04,04,05,01,01,02,05,02,01,2,13,TX,48,2,0,2,201610,01,02,02,04,02,01,04,01,01,07,03,72,01,02,12420,2,01,02,256.812071790093,T,20,750,300,350,20,1500,750
30252327,06,02,01,4,3,08,02,01,04,05,05,01,05,05,05,05,03,03,05,05,05,01,2,14,TX,48,2,1,2,201606,01,04,02,04,02,04,06,02,01,07,03,72,01,02,12420,4,01,02,1077.14624974495,R,05,300,50,75,05,300,50
30252634,03,02,02,1,2,06,02,01,05,05,05,01,05,05,05,05,03,04,03,03,03,02,1,9,TX,48,1,0,1,201605,01,01,02,04,02,01,04,01,01,07,03,72,01,02,12420,1,01,02,774.924357991395,S,50,7000,1500,3000,60,3000,1500
30252834,02,02,02,2,2,06,01,01,01,01,05,01,05,03,05,05,04,02,03,03,03,01,2,2,TX,48,2,0,2,201605,01,02,02,04,02,01,04,01,01,07,03,72,01,02,12420,2,01,02,1123.76523006093,T,20,750,300,350,20,1500,750
30252890,04,02,01,1,1,02,01,05,05,02,05,01,05,05,05,05,03,03,05,05,05,02,1,3,TX,48,1,0,0,201608,01,01,02,04,02,02,06,01,01,07,03,72,01,02,12420,1,01,02,131.93224126106,T,20,300,50,75,20,3000,750
30253465,01,02,01,2,2,07,01,01,05,04,05,01,03,05,05,05,02,03,05,05,05,01,2,10,TX,48,2,0,2,201609,01,02,02,04,02,01,04,01,01,07,03,72,01,02,12420,2,01,02,352.979065027419,C,20,7000,3000,3000,20,7000,1500
30254366,06,02,01,4,3,08,03,01,05,04,04,01,04,05,04,05,03,03,05,05,04,01,2,8,TX,48,2,0,2,201608,01,06,02,04,02,01,04,01,01,07,03,72,01,02,12420,4,01,02,331.807522625299,R,05,300,50,75,05,300,300
30254461,05,02,01,3,2,07,01,01,01,01,03,01,05,04,04,05,03,03,04,04,04,01,2,10,TX,48,2,0,2,201607,01,06,02,04,02,01,04,01,01,07,03,72,03,02,12420,3,01,02,297.167131184925,C,20,7000,3000,3000,20,7000,1500
30254596,02,02,01,2,2,09,01,01,03,04,04,01,03,05,05,05,05,05,04,04,04,01,2,5,TX,48,2,0,2,201610,01,02,02,04,02,01,04,01,01,07,03,72,01,02,12420,2,01,02,212.370039242326,C,50,7000,1500,3000,20,7000,1500
30254717,05,02,01,2,2,08,01,01,05,03,05,01,05,04,04,05,04,04,04,04,04,01,2,4,TX,48,2,0,1,201607,01,02,02,04,02,01,04,01,01,07,03,72,01,02,12420,2,01,01,198.086213312271,U,50,3000,1500,1500,30,1500,750
30254743,06,02,01,2,2,08,01,01,04,-9,-9,01,03,-9,-9,-9,03,03,04,05,01,01,2,10,TX,48,2,0,2,201606,02,02,02,04,02,01,04,01,01,07,03,72,03,02,12420,2,01,02,562.28389466442,S,50,7000,1500,3000,50,3000,1500
30254782,04,02,01,2,2,07,02,05,05,04,05,02,05,05,05,05,05,05,05,05,05,01,2,6,TX,48,2,0,0,201609,01,10,02,04,02,04,06,02,01,07,03,72,01,02,12420,2,01,01,66.5974018830596,T,05,750,300,350,05,750,300
30255388,07,02,01,4,2,08,01,01,01,05,05,01,05,05,04,05,05,05,05,05,05,01,3,19,TX,48,2,0,3,201607,01,06,02,04,02,01,04,01,01,07,03,72,01,02,12420,4,01,02,842.609966057624,T,20,750,300,350,50,300,300
30255397,07,02,01,1,1,07,01,01,02,05,05,01,03,05,05,05,03,04,04,05,03,02,1,3,TX,48,1,0,1,201607,01,01,02,04,02,01,04,01,01,07,03,72,01,01,12420,1,01,02,812.85634700871606,S,50,7000,3000,3000,30,3000,1500
30255968,04,02,01,3,2,07,01,01,05,02,05,01,04,05,05,05,01,02,02,03,03,01,2,17,TX,48,2,0,1,201610,01,08,02,04,02,01,04,01,01,07,03,72,01,02,12420,3,01,02,315.287731326604,S,30,7000,1500,3000,40,3000,1500
30256122,04,02,01,1,1,04,01,03,05,03,02,03,05,05,05,05,02,03,04,04,03,02,1,0,TX,48,1,0,0,201609,01,01,02,04,02,01,04,01,01,07,03,72,06,02,12420,1,01,02,96.8385954612689,S,50,3000,750,750,70,7000,3000
30256489,01,02,01,4,1,04,01,01,-9,05,05,01,05,05,05,05,01,04,05,05,05,01,1,12,TX,48,2,0,1,201609,01,06,02,04,02,04,06,02,01,07,03,72,01,02,12420,4,01,02,1024.01683826705,T,60,300,300,150,50,300,300
30256824,02,02,01,1,1,04,02,04,05,04,05,02,05,04,05,05,03,03,04,04,03,02,1,2,TX,48,1,0,0,201610,01,09,02,04,02,01,04,01,01,07,03,72,01,02,12420,1,02,02,140.137965722406,U,50,7000,3000,3000,20,7000,1500
30256831,03,02,01,3,2,05,01,02,04,05,05,01,05,05,05,05,04,04,05,05,05,01,1,9,TX,48,1,0,1,201611,01,05,02,04,02,04,06,02,01,07,03,72,01,02,12420,3,01,02,226.94163846214,R,05,50,50,25,05,50,50
30258817,05,02,01,1,1,05,01,01,01,01,03,01,04,05,05,05,02,03,02,03,04,02,1,5,TX,48,1,0,1,201610,01,01,02,04,02,01,04,01,01,07,03,72,01,02,12420,1,01,01,221.624084243639,S,60,1500,750,750,50,1500,750
30259021,04,02,01,2,2,05,01,05,05,04,05,02,05,05,05,05,03,02,04,04,05,01,2,5,TX,48,2,0,1,201608,01,10,02,04,02,01,04,01,01,07,03,72,01,02,12420,2,01,02,84.0777971996387,U,30,7000,3000,3000,30,7000,3000
30259078,02,02,01,3,3,11,01,01,02,02,02,01,05,05,05,05,03,02,04,04,04,01,3,12,TX,48,3,0,3,201608,01,02,02,04,02,01,04,01,01,07,03,72,01,02,12420,3,01,02,307.961175894199,T,05,1500,300,750,0,1500,750
30259107,06,02,01,3,2,09,01,01,02,02,02,01,05,05,05,05,03,04,03,03,05,01,2,14,TX,48,2,0,2,201609,01,06,02,04,02,01,04,01,01,07,03,72,01,02,12420,3,01,02,184.708933540203,U,70,7000,3000,5000,40,7000,3000
30259411,04,02,02,3,1,04,01,01,01,04,05,01,04,05,05,05,01,02,04,05,05,01,1,5,TX,48,1,1,1,201608,01,03,02,04,02,01,04,01,01,07,03,72,01,02,12420,3,01,02,519.593879331818,C,30,1500,750,750,60,7000,1500
30259428,02,02,01,3,3,08,01,01,05,02,05,01,04,04,05,05,02,03,03,03,03,01,3,10,TX,48,3,0,3,201609,01,08,02,04,02,01,04,01,01,07,03,72,01,02,12420,3,01,02,276.613761125939,S,50,3000,1500,3000,50,3000,1500
