"fromId","toId","miles"
48453002412,48453002412,0.497719562056495
48453002412,48453000500,9.93699280450371
48453002412,48453002307,3.23424509426224
48453002412,48453000901,7.04077447897896
48453002412,48453000802,8.32825878931736
48453002412,48453000305,11.902394770527
48453002412,48453002005,5.65759876719649
48453002412,48453001307,5.03746877601998
48453002412,48453002316,5.06045956727603
48453002412,48453000804,7.43845303043484
48453002412,48453002110,10.9405097741931
48453002412,48453000204,10.9628791927125
48453002412,48453001401,5.66443386729964
48453002412,48453002002,5.09463506779177
48453002412,48453001713,5.22885157890812
48453002412,48453002409,3.41941416978389
48453002412,48453000203,11.5805236929424
48453002412,48453000401,8.97945741732636
48453002412,48453002419,1.08864503461046
48453002412,48453000601,9.37402910509899
48453002412,48453002004,6.42312997874905
48453002412,48453001403,4.60002236941852
48453002412,48453000801,7.8858414008227
48453002412,48453002429,4.18867361775635
48453002412,48453000604,8.71350988604024
48453002412,48453002427,2.28230206171474
48453002412,48453002318,9.82452433917009
48453002412,48453001746,7.73671194402674
48453002412,48453002106,11.8160239601327
48453002412,48453001749,11.1642039593871
48453002412,48453001750,8.18347894167796
48453002412,48453001000,6.29761268594579
48453002412,48453001774,9.92145848608746
48453002412,48453001308,4.56584686890278
48453002412,48453002315,4.84981420955174
48453002412,48453002314,5.83841823356158
48453002412,48453001602,9.60766525407931
48453002412,48453002426,4.64227571551071
48453002412,48453001738,9.78662060223446
48453002412,48453002308,3.89227882237439
48453002412,48453001747,7.53911541377211
48453002412,48453001402,4.92748580163297
48453002412,48453001914,10.7888948264506
48453002412,48453001748,9.77108628381821
48453002412,48453000700,8.2126834603005
48453002412,48453001605,9.13169373780556
48453002412,48453002411,1.86225409173947
48453002412,48453001919,11.2741869337741
48453002412,48453002317,8.84337678800005
48453002412,48453002313,4.5148943044975
48453002412,48453002312,8.85766836094299
48453002412,48453002413,1.99149962096263
48453002412,48453002431,5.98133396299104
48453002412,48453002003,4.35892974759839
48453002412,48453002304,5.21580275143848
48453002412,48453001776,7.80382019958492
48453002412,48453002410,3.02235699106466
48453002412,48453001740,9.37900008699218
48453002412,48453002109,9.89846769483142
48453002412,48453002407,8.58426435681708
48453002412,48453001712,6.18265872966558
48453002412,48453001917,11.2518175152547
48453002412,48453001915,10.2874470279742
48453002412,48453001200,8.0492624305616
48453002412,48453002425,5.22947295164477
48453002412,48453001728,5.56625697490897
48453002412,48453001304,6.41008115127941
48453002412,48453001737,11.0386866665838
48453002412,48453001603,10.1314824710751
48453002412,48453002421,6.82018715746828
48453002412,48453001100,7.03456075161246
48453002412,48453001305,6.40511016938621
48453002412,48453000304,10.6403867423913
48453002412,48453002402,2.10272534082295
48453002412,48453000302,10.3669827382654
48453002412,48453002422,3.81398585755651
48453002412,48453002403,2.52960841090136
48453002412,48453000307,9.91586613145762
48453002412,48453000101,11.9831732262915
48453002412,48453001911,9.58964544471647
48453002412,48453002432,6.72822399244411
48453002412,48453002423,5.54823716554612
48453002412,48453001729,6.55175413523556
48453002412,48453002111,9.20315160252029
48453002412,48453001777,8.00452359352281
48453002412,48453000603,9.67663762784744
48453002412,48453000306,10.554015931997
48453002412,48453001910,10.4719947307592
48453002412,48453002430,2.04120943989462
48453002412,48453000402,8.77813265065182
48453002412,48453001303,7.47635676737048
48453002412,48453001604,11.1673108230703
48453002412,48453000803,7.96227024743062
48453002412,48453001901,6.75618576559335
48453002412,48453001606,11.7514011955211
48453002412,48453000902,7.08427057054445
48453002412,48453002424,4.79389066325326
48453002412,48453002428,8.01198006636261
48055960500,48055960500,0.775473175338959
48453000500,48453002412,10.7721177625611
48453000500,48453000500,0.0820212012377745
48453000500,48453002307,7.08924155243765
48453000500,48453001805,6.47718940683759
48453000500,48453001501,4.91878658331987
48453000500,48453000901,3.18329252985696
48453000500,48453000802,3.20939018479625
48453000500,48453000305,2.03064610337157
48453000500,48453001823,6.75867125653995
48453000500,48453001817,6.597114345011
48453000500,48453002005,7.58509699628419
48453000500,48453001745,12.2416642847378
48453000500,48453001307,6.89164502218301
48453000500,48453002500,11.4152385449936
48453000500,48453002316,6.03415064560627
48453000500,48453000205,2.85520772490586
48453000500,48453001804,4.22844147290194
48453000500,48453000804,2.7197484683162
48453000500,48453001754,10.6813973430102
48453000500,48453002110,5.24997825195422
48453000500,48453001811,6.03787888202617
48453000500,48453000204,1.4434488672375
48453000500,48453001401,5.39972908148682
48453000500,48453002002,8.51653472852225
48453000500,48453002108,6.86181913082382
48453000500,48453001505,3.76862564778108
48453000500,48453001713,11.1666894503337
48453000500,48453002409,10.4452757030833
48453000500,48453000203,1.58263636024706
48453000500,48453000401,1.00848795158264
48453000500,48453002419,10.6900965613233
48453000500,48453000601,1.06689698882772
48453000500,48453002004,7.90323983744889
48453000500,48453001403,5.46248772788845
48453000500,48453000801,4.31232679234966
48453000500,48453001752,6.37466290529037
48453000500,48453000604,1.81192290007084
48453000500,48453001504,4.57268196900593
48453000500,48453002201,7.11471783464029
48453000500,48453001844,9.69155057352704
48453000500,48453001829,12.4634943517218
48453000500,48453002318,8.70543204046379
48453000500,48453001753,8.90737817987498
48453000500,48453001832,8.35808468067655
48453000500,48453002106,4.26199560068102
48453000500,48453001850,11.1722818049635
48453000500,48453001750,10.9858699839686
48453000500,48453001000,4.0159319969677
48453000500,48453001833,7.28124572806244
48453000500,48453002208,6.8991014950228
48453000500,48453000206,3.09630034672599
48453000500,48453001834,9.17767532031765
48453000500,48453002113,6.11492910137075
48453000500,48453001308,7.15510706252253
48453000500,48453001828,12.5716132078989
48453000500,48453002315,6.26530130364
