from_id,percentile,cutoff,accessibility
48453002412,50,25,13342
48055960500,50,25,1151
48453000500,50,25,102712
48453002307,50,25,33420
48453001805,50,25,27796
48453001501,50,25,40707
48453000901,50,25,132542
48453000802,50,25,30593
48453002212,50,25,988
48491020602,50,25,3291
48453000305,50,25,58932
48453001823,50,25,17716
48491020327,50,25,2772
48453001817,50,25,31276
48453002005,50,25,32900
48453001745,50,25,28448
48453001863,50,25,5622
48453001307,50,25,39533
48453002500,50,25,36242
48453002316,50,25,39837
48021950600,50,25,441
48209010908,50,25,1667
48453000205,50,25,76625
48453001804,50,25,45627
48453000804,50,25,118814
48453001754,50,25,51612
48453001782,50,25,1272
48453001714,50,25,5137
48055960102,50,25,390
48021950100,50,25,716
48453002110,50,25,1977
48453001811,50,25,7797
48491020113,50,25,1281
48453000204,50,25,90769
48453001401,50,25,114029
48491020806,50,25,2232
48453002002,50,25,19233
48453002108,50,25,1702
48453001505,50,25,68084
48453001713,50,25,7985
48491020508,50,25,6127
48491020409,50,25,3311
48453980000,50,25,2570
48491020706,50,25,507
48055960600,50,25,368
48021950300,50,25,3685
48453001846,50,25,2605
48491020111,50,25,1072
48453002409,50,25,12257
48453000203,50,25,79796
48453000401,50,25,68321
48453002419,50,25,12569
48453000601,50,25,100196
48453002004,50,25,10175
48491020321,50,25,2289
48453001403,50,25,70797
48453000801,50,25,12873
48453001752,50,25,28539
48491020404,50,25,7995
48453002429,50,25,292
48453000604,50,25,124946
48453001504,50,25,50854
48453002201,50,25,2382
48209010805,50,25,1312
48453001844,50,25,48366
48453002427,50,25,1632
48209010909,50,25,565
48453001829,50,25,9824
48453001853,50,25,13307
48453002318,50,25,2972
48491021203,50,25,2113
48453002434,50,25,425
48453001753,50,25,21620
48453001746,50,25,4675
48453001832,50,25,3525
48453002106,50,25,10275
48453002319,50,25,2734
48453001749,50,25,17246
48491021300,50,25,301
48491021201,50,25,1657
48453001850,50,25,14032
48453001854,50,25,465
48453001859,50,25,158
48209010809,50,25,2324
48453001750,50,25,10580
48491021506,50,25,230
48453001778,50,25,2605
48055960101,50,25,352
48453001000,50,25,110599
48453001833,50,25,11638
48453002208,50,25,4149
48453000206,50,25,65240
48021950501,50,25,534
48491020318,50,25,6697
48453001834,50,25,13839
48453001768,50,25,3771
48491020603,50,25,1696
48491020804,50,25,1590
48453001841,50,25,6571
48453002435,50,25,1204
48453002113,50,25,3899
48453001774,50,25,2372
48453001308,50,25,37114
48453001772,50,25,1185
48491020328,50,25,2582
48491020109,50,25,1032
48491020202,50,25,1213
48491020326,50,25,2160
48453001775,50,25,880
48453001828,50,25,8905
48453002315,50,25,32845
48491021508,50,25,3458
48453001760,50,25,6224
48453001706,50,25,34933
48453001864,50,25,4262
48453002314,50,25,1376
48491020114,50,25,4212
48491020408,50,25,12569
48209010702,50,25,280
48453001602,50,25,40703
48453002211,50,25,614
48453002436,50,25,1087
48021950700,50,25,1288
48453002426,50,25,313
48491020701,50,25,5765
48491020405,50,25,12914
48453001738,50,25,8587
48209010907,50,25,399
48021950802,50,25,338
