from_id,percentile,cutoff,accessibility
48453002412,50,30,5102
48055960500,50,30,1146
48453000500,50,30,61782
48453002307,50,30,15907
48453001805,50,30,13193
48453001501,50,30,13201
48453000901,50,30,70453
48453000802,50,30,14673
48453002212,50,30,988
48491020602,50,30,3395
48453000305,50,30,34409
48453001823,50,30,6452
48491020327,50,30,2601
48453001817,50,30,21044
48453002005,50,30,9777
48453001745,50,30,18633
48453001863,50,30,5975
48453001307,50,30,14741
48453002500,50,30,15630
48453002316,50,30,12736
48021950600,50,30,441
48209010908,50,30,1664
48453000205,50,30,40102
48453001804,50,30,25905
48453000804,50,30,54821
48453001754,50,30,29797
48453001782,50,30,632
48453001714,50,30,5110
48055960102,50,30,389
48021950100,50,30,716
48453002110,50,30,1417
48453001811,50,30,7021
48491020113,50,30,1801
48453000204,50,30,41785
48453001401,50,30,72637
48491020806,50,30,2232
48453002002,50,30,8957
48453002108,50,30,1743
48453001505,50,30,26735
48453001713,50,30,3174
48491020508,50,30,5471
48491020409,50,30,3476
48453980000,50,30,2570
48491020706,50,30,684
48055960600,50,30,368
48021950300,50,30,3681
48453001846,50,30,1327
48491020111,50,30,2260
48453002409,50,30,4796
48453000203,50,30,44196
48453000401,50,30,51761
48453002419,50,30,4522
48453000601,50,30,85696
48453002004,50,30,7096
48491020321,50,30,569
48453001403,50,30,20039
48453000801,50,30,11105
48453001752,50,30,19391
48491020404,50,30,4227
48453002429,50,30,460
48453000604,50,30,73009
48453001504,50,30,18809
48453002201,50,30,2154
48209010805,50,30,1308
48453001844,50,30,24865
48453002427,50,30,1631
48209010909,50,30,569
48453001829,50,30,5116
48453001853,50,30,8215
48453002318,50,30,1481
48491021203,50,30,2110
48453002434,50,30,424
48453001753,50,30,29349
48453001746,50,30,3330
48453001832,50,30,1985
48453002106,50,30,7503
48453002319,50,30,2733
48453001749,50,30,10858
48491021300,50,30,301
48491021201,50,30,922
48453001850,50,30,11900
48453001854,50,30,464
48453001859,50,30,158
48209010809,50,30,2315
48453001750,50,30,5170
48491021506,50,30,819
48453001778,50,30,2611
48055960101,50,30,352
48453001000,50,30,33848
48453001833,50,30,3832
48453002208,50,30,4189
48453000206,50,30,23182
48021950501,50,30,534
48491020318,50,30,4327
48453001834,50,30,13835
48453001768,50,30,3765
48491020603,50,30,1666
48491020804,50,30,1592
48453001841,50,30,7111
48453002435,50,30,1202
48453002113,50,30,1645
48453001774,50,30,1393
48453001308,50,30,19235
48453001772,50,30,1132
48491020328,50,30,2144
48491020109,50,30,1032
48491020202,50,30,1211
48491020326,50,30,1941
48453001775,50,30,787
48453001828,50,30,3127
48453002315,50,30,12393
48491021508,50,30,3495
48453001760,50,30,6223
48453001706,50,30,14842
48453001864,50,30,4573
48453002314,50,30,2146
48491020114,50,30,4232
48491020408,50,30,7923
48209010702,50,30,279
48453001602,50,30,3483
48453002211,50,30,627
48453002436,50,30,1087
48021950700,50,30,1287
48453002426,50,30,360
48491020701,50,30,5774
48491020405,50,30,9441
48453001738,50,30,3798
48209010907,50,30,396
48021950802,50,30,338
48453001503,50,30,32982
48491020803,50,30,886
48453002308,50,30,15722
48453001843,50,30,26190
48453001860,50,30,4578
48453001747,50,30,3029
48453001402,50,30,29072
48491020805,50,30,1684
48453001773,50,30,4342
48453001914,50,30,1995
48491020507,50,30,3051
48453001748,50,30,2728
48055960300,50,30,2118
48453001770,50,30,1445
48453002107,50,30,4632
48491020107,50,30,335
48491020605,50,30,208
48453001857,50,30,8031
48453001818,50,30,17165
48453001821,50,30,27487
48453000700,50,30,126507
48453001812,50,30,19642
48453001605,50,30,46621
48491021100,50,30,1284
48491020302,50,30,1751
